,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
373,Regular season,34.0,Sun,2022-04-24,15:00,Nantes,2.5,5–3,2.8,Bordeaux,30000.0,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
374,Regular season,34.0,Sun,2022-04-24,15:00,Nice,2.0,1–0,0.4,Troyes,17065.0,Stade de Nice,Hakim Ben El Hadj Salem,Match Report,
375,Regular season,34.0,Sun,2022-04-24,15:00,Clermont Foot,2.1,2–2,1.3,Angers,11531.0,Stade Gabriel Montpied,Stéphanie Frappart,Match Report,
376,Regular season,34.0,Sun,2022-04-24,17:05,Lille,0.5,1–0,1.0,Strasbourg,30211.0,Stade Pierre-Mauroy,Jérémie Pignard,Match Report,
377,Regular season,34.0,Sun,2022-04-24,20:45,Reims,0.6,0–1,0.6,Marseille,20835.0,Stade Auguste-Delaune II,Jérôme Brisard,Match Report,
378,,,,,,,,,,,,,,,
379,Regular season,35.0,Fri,2022-04-29,21:00,Strasbourg,1.7,3–3,2.3,Paris S-G,26052.0,Stade de la Meinau,Ruddy Buquet,Match Report,
380,Regular season,35.0,Sat,2022-04-30,17:00,Lens,2.3,2–2,1.4,Nantes,36727.0,Stade Bollaert-Delelis,Thomas Léonard,Match Report,
381,Regular season,35.0,Sat,2022-04-30,21:00,Rennes,1.6,2–0,0.7,Saint-Étienne,27390.0,Roazhon Park,Jeremy Stinat,Match Report,
382,Regular season,35.0,Sun,2022-05-01,13:00,Troyes,2.9,3–0,0.5,Lille,10497.0,Stade de l'Aube,Willy Delajod,Match Report,
383,Regular season,35.0,Sun,2022-05-01,15:00,Brest,1.3,2–0,1.1,Clermont Foot,10592.0,Stade Francis-Le Blé,Romain Lissorgue,Match Report,
384,Regular season,35.0,Sun,2022-05-01,15:00,Monaco,2.6,2–0,0.7,Angers,4616.0,Stade Louis II.,Hakim Ben El Hadj Salem,Match Report,
385,Regular season,35.0,Sun,2022-05-01,15:00,Montpellier,2.1,2–2,1.1,Metz,10446.0,Stade de la Mosson,Clément Turpin,Match Report,
386,Regular season,35.0,Sun,2022-05-01,15:00,Lorient,1.9,1–2,1.6,Reims,12216.0,Stade Yves Allainmat - Le Moustoir,Pierre Gaillouste,Match Report,
387,Regular season,35.0,Sun,2022-05-01,17:05,Bordeaux,0.3,0–1,2.7,Nice,23552.0,Stade Matmut-Atlantique,Johan Hamel,Match Report,
388,Regular season,35.0,Sun,2022-05-01,20:45,Marseille,1.4,0–3,2.4,Lyon,68784.0,Orange Vélodrome,Antony Gautier,Match Report,
389,,,,,,,,,,,,,,,
390,Regular season,36.0,Fri,2022-05-06,21:00,Lille,1.0,1–2,0.3,Monaco,39088.0,Stade Pierre-Mauroy,François Letexier,Match Report,
391,Regular season,36.0,Sat,2022-05-07,17:00,Brest,0.4,0–1,2.2,Strasbourg,12093.0,Stade Francis-Le Blé,Mikael Lesage,Match Report,
392,Regular season,36.0,Sun,2022-05-08,13:00,Metz,2.0,3–2,2.0,Lyon,20405.0,Stade Saint-Symphorien,Eric Wattellier,Match Report,
393,Regular season,36.0,Sun,2022-05-08,15:00,Clermont Foot,2.2,2–1,1.2,Montpellier,11587.0,Stade Gabriel Montpied,Benoît Bastien,Match Report,
394,Regular season,36.0,Sun,2022-05-08,15:00,Angers,2.9,4–1,0.8,Bordeaux,10852.0,Stade Raymond Kopa,Benoît Millot,Match Report,
395,Regular season,36.0,Sun,2022-05-08,15:00,Reims,0.5,1–2,1.8,Lens,16962.0,Stade Auguste-Delaune II,Vitor Ferreira Fernandes,Match Report,
396,Regular season,36.0,Sun,2022-05-08,17:05,Lorient,0.2,0–3,1.6,Marseille,16210.0,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Match Report,
397,Regular season,36.0,Sun,2022-05-08,20:45,Paris S-G,2.4,2–2,1.7,Troyes,45000.0,Parc des Princes,Jérôme Brisard,Match Report,
398,Regular season,36.0,Wed,2022-05-11,19:00,Nice,1.4,4–2,2.1,Saint-Étienne,17704.0,Stade de Nice,Ruddy Buquet,Match Report,
399,Regular season,36.0,Wed,2022-05-11,21:00,Nantes,1.2,2–1,2.0,Rennes,26359.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
400,,,,,,,,,,,,,,,
401,Regular season,37.0,Sat,2022-05-14,21:00,Nice,1.4,1–3,2.0,Lille,24232.0,Stade de Nice,Thomas Léonard,Match Report,
402,Regular season,37.0,Sat,2022-05-14,21:00,Bordeaux,1.0,0–0,0.6,Lorient,23191.0,Stade Matmut-Atlantique,Ruddy Buquet,Match Report,
403,Regular season,37.0,Sat,2022-05-14,21:00,Montpellier,0.7,0–4,2.7,Paris S-G,19586.0,Stade de la Mosson,Jeremy Stinat,Match Report,
404,Regular season,37.0,Sat,2022-05-14,21:00,Rennes,1.6,2–0,0.4,Marseille,28811.0,Roazhon Park,Benoît Bastien,Match Report,
405,Regular season,37.0,Sat,2022-05-14,21:00,Monaco,3.1,4–2,1.9,Brest,6000.0,Stade Louis II.,Jérôme Brisard,Match Report,
406,Regular season,37.0,Sat,2022-05-14,21:00,Troyes,0.3,1–3,0.8,Lens,19000.0,Stade de l'Aube,François Letexier,Match Report,
407,Regular season,37.0,Sat,2022-05-14,21:00,Strasbourg,0.9,1–0,0.7,Clermont Foot,25231.0,Stade de la Meinau,Benoît Millot,Match Report,
408,Regular season,37.0,Sat,2022-05-14,21:00,Metz,0.4,1–0,0.7,Angers,17213.0,Stade Saint-Symphorien,Jérémie Pignard,Match Report,
409,Regular season,37.0,Sat,2022-05-14,21:00,Lyon,2.2,3–2,2.0,Nantes,54404.0,Groupama Stadium,Florent Batta,Match Report,
410,Regular season,37.0,Sat,2022-05-14,21:00,Saint-Étienne,1.6,1–2,2.0,Reims,,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
411,,,,,,,,,,,,,,,
412,Regular season,38.0,Sat,2022-05-21,21:00,Lille,1.8,2–2,1.2,Rennes,40116.0,Stade Pierre-Mauroy,Amaury Delerue,Match Report,
413,Regular season,38.0,Sat,2022-05-21,21:00,Brest,0.9,2–4,2.8,Bordeaux,14484.0,Stade Francis-Le Blé,Hakim Ben El Hadj Salem,Match Report,
414,Regular season,38.0,Sat,2022-05-21,21:00,Nantes,2.0,1–1,1.6,Saint-Étienne,28636.0,Stade de la Beaujoire - Louis Fonteneau,François Letexier,Match Report,
415,Regular season,38.0,Sat,2022-05-21,21:00,Clermont Foot,2.3,1–2,2.0,Lyon,12000.0,Stade Gabriel Montpied,Mikael Lesage,Match Report,
416,Regular season,38.0,Sat,2022-05-21,21:00,Angers,2.5,2–0,1.6,Montpellier,11249.0,Stade Raymond Kopa,Romain Lissorgue,Match Report,
417,Regular season,38.0,Sat,2022-05-21,21:00,Lorient,1.2,1–1,0.4,Troyes,15131.0,Stade Yves Allainmat - Le Moustoir,Johan Hamel,Match Report,
418,Regular season,38.0,Sat,2022-05-21,21:00,Paris S-G,5.4,5–0,0.7,Metz,45000.0,Parc des Princes,Antony Gautier,Match Report,
419,Regular season,38.0,Sat,2022-05-21,21:00,Reims,0.7,2–3,1.8,Nice,12589.0,Stade Auguste-Delaune II,Eric Wattellier,Match Report,
420,Regular season,38.0,Sat,2022-05-21,21:00,Marseille,2.3,4–0,1.1,Strasbourg,63873.0,Orange Vélodrome,Stéphanie Frappart,Match Report,
421,Regular season,38.0,Sat,2022-05-21,21:00,Lens,1.6,2–2,1.4,Monaco,37764.0,Stade Bollaert-Delelis,Benoît Bastien,Match Report,
422,,,,,,,,,,,,,,,
423,French 1/2 Relegation/Promotion Playoff,,Thu,2022-05-26,19:00,Auxerre,,1–1,,Saint-Étienne,17479.0,Stade de l'Abbé Deschamps,,Match Report,Leg 1 of 2
424,French 1/2 Relegation/Promotion Playoff,,Sun,2022-05-29,19:00,Saint-Étienne,,(4) 1–1 (5),,Auxerre,24489.0,Stade Geoffroy-Guichard,,Match Report,Leg 2 of 2; Auxerre won; Auxerre won on penalty kicks following extra time
