,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
195,Regular season,18.0,Wed,2021-01-06,21:00,Lyon,1.9,3–2,0.9,Lens,,Groupama Stadium,Eric Wattellier,Match Report,
196,Regular season,18.0,Wed,2021-01-06,21:00,Marseille,2.3,3–1,1.2,Montpellier,,Orange Vélodrome,Stéphanie Frappart,Match Report,
197,,,,,,,,,,,,,,,
198,Regular season,19.0,Sat,2021-01-09,21:00,Monaco,2.1,3–0,0.7,Angers,,Stade Louis II.,Benoît Bastien,Match Report,
199,Regular season,19.0,Sat,2021-01-09,21:00,Nîmes,0.4,0–1,0.9,Lille,,Stade des Costières,Jérôme Brisard,Match Report,
200,Regular season,19.0,Sat,2021-01-09,21:00,Metz,1.2,1–1,1.3,Nice,,Stade Saint-Symphorien,Johan Hamel,Match Report,
201,Regular season,19.0,Sat,2021-01-09,21:00,Paris S-G,2.9,3–0,0.7,Brest,,Parc des Princes,Hakim Ben El Hadj Salem,Match Report,
202,Regular season,19.0,Sat,2021-01-09,21:00,Montpellier,1.0,1–1,1.2,Nantes,,Stade de la Mosson,François Letexier,Match Report,
203,Regular season,19.0,Sat,2021-01-09,21:00,Bordeaux,1.3,2–1,1.2,Lorient,,Stade Matmut-Atlantique,Willy Delajod,Match Report,
204,Regular season,19.0,Sat,2021-01-09,21:00,Rennes,1.1,2–2,0.8,Lyon,,Roazhon Park,Mikael Lesage,Match Report,
205,Regular season,19.0,Sat,2021-01-09,21:00,Lens,0.6,0–1,1.3,Strasbourg,,Stade Bollaert-Delelis,Clément Turpin,Match Report,
206,Regular season,19.0,Sat,2021-01-09,21:00,Dijon,0.4,0–0,1.5,Marseille,,Stade Gaston Gérard,Jérôme Miguelgorry,Match Report,
207,Regular season,19.0,Sat,2021-01-09,21:00,Reims,1.6,3–1,1.5,Saint-Étienne,,Stade Auguste-Delaune II,Florent Batta,Match Report,
208,,,,,,,,,,,,,,,
209,Regular season,20.0,Fri,2021-01-15,21:00,Montpellier,0.7,2–3,2.3,Monaco,,Stade de la Mosson,Aurélien Petit,Match Report,
210,Regular season,20.0,Sat,2021-01-16,17:00,Marseille,2.0,1–2,1.4,Nîmes,,Orange Vélodrome,Jeremy Stinat,Match Report,
211,Regular season,20.0,Sat,2021-01-16,21:00,Angers,0.9,0–1,1.4,Paris S-G,,Stade Raymond Kopa,Amaury Delerue,Match Report,
212,Regular season,20.0,Sun,2021-01-17,13:00,Brest,2.2,1–2,1.6,Rennes,,Stade Francis-Le Blé,Ruddy Buquet,Match Report,
213,Regular season,20.0,Sun,2021-01-17,15:00,Strasbourg,2.2,1–0,1.5,Saint-Étienne,,Stade de la Meinau,Antony Gautier,Match Report,
214,Regular season,20.0,Sun,2021-01-17,15:00,Nice,0.9,0–3,2.5,Bordeaux,,Stade de Nice,Thomas Léonard,Match Report,
215,Regular season,20.0,Sun,2021-01-17,15:00,Nantes,1.3,1–1,1.3,Lens,,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,Match Report,
216,Regular season,20.0,Sun,2021-01-17,17:00,Lille,1.6,2–1,0.3,Reims,,Stade Pierre-Mauroy,Benoît Millot,Match Report,
217,Regular season,20.0,Sun,2021-01-17,21:00,Lyon,1.5,0–1,1.9,Metz,,Groupama Stadium,Stéphanie Frappart,Match Report,
218,,,,,,,,,,,,,,,
219,Regular season,9.0,Wed,2021-01-20,21:00,Marseille,0.1,0–1,1.5,Lens,,Orange Vélodrome,Jérémie Pignard,Match Report,
220,,,,,,,,,,,,,,,
221,Regular season,21.0,Fri,2021-01-22,21:00,Paris S-G,4.5,4–0,0.4,Montpellier,,Parc des Princes,Willy Delajod,Match Report,
222,Regular season,21.0,Sat,2021-01-23,17:00,Lens,1.3,0–1,0.6,Nice,,Stade Bollaert-Delelis,Hakim Ben El Hadj Salem,Match Report,
223,Regular season,21.0,Sat,2021-01-23,21:00,Monaco,1.2,3–1,0.5,Marseille,,Stade Louis II.,François Letexier,Match Report,
224,Regular season,21.0,Sun,2021-01-24,13:00,Bordeaux,1.3,2–1,1.8,Angers,,Stade Matmut-Atlantique,Florent Batta,Match Report,
225,Regular season,21.0,Sun,2021-01-24,15:00,Metz,1.0,2–0,0.4,Nantes,,Stade Saint-Symphorien,Jérôme Miguelgorry,Match Report,
226,Regular season,21.0,Sun,2021-01-24,15:00,Reims,1.1,1–0,1.3,Brest,,Stade Auguste-Delaune II,Johan Hamel,Match Report,
227,Regular season,21.0,Sun,2021-01-24,15:00,Dijon,0.7,1–1,2.4,Strasbourg,,Stade Gaston Gérard,Jérôme Brisard,Match Report,
228,Regular season,21.0,Sun,2021-01-24,17:00,Rennes,0.7,0–1,0.5,Lille,,Roazhon Park,Eric Wattellier,Match Report,
229,Regular season,21.0,Sun,2021-01-24,21:00,Saint-Étienne,0.2,0–5,2.1,Lyon,,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
230,,,,,,,,,,,,,,,
231,Regular season,20.0,Wed,2021-01-27,21:00,Lorient,1.2,3–2,1.3,Dijon,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Match Report,
232,,,,,,,,,,,,,,,
233,Regular season,22.0,Fri,2021-01-29,21:00,Lyon,1.0,2–1,1.0,Bordeaux,,Groupama Stadium,Clément Turpin,Match Report,
234,Regular season,22.0,Sat,2021-01-30,17:00,Montpellier,1.4,1–2,0.7,Lens,,Stade de la Mosson,Amaury Delerue,Match Report,
235,Regular season,22.0,Sun,2021-01-31,13:00,Nice,0.5,0–1,1.4,Saint-Étienne,,Stade de Nice,Franck Schneider,Match Report,
236,Regular season,22.0,Sun,2021-01-31,15:00,Lorient,1.8,3–2,2.6,Paris S-G,,Stade Yves Allainmat - Le Moustoir,Jeremy Stinat,Match Report,
237,Regular season,22.0,Sun,2021-01-31,15:00,Strasbourg,1.2,0–1,1.4,Reims,,Stade de la Meinau,Stéphanie Frappart,Match Report,
238,Regular season,22.0,Sun,2021-01-31,15:00,Angers,1.5,3–1,1.1,Nîmes,,Stade Raymond Kopa,Ruddy Buquet,Match Report,
239,Regular season,22.0,Sun,2021-01-31,15:00,Brest,1.3,2–4,1.6,Metz,,Stade Francis-Le Blé,Benoît Millot,Match Report,
240,Regular season,22.0,Sun,2021-01-31,17:00,Lille,1.7,1–0,0.4,Dijon,,Stade Pierre-Mauroy,Jérémie Pignard,Match Report,
241,Regular season,22.0,Sun,2021-01-31,21:00,Nantes,0.9,1–2,1.6,Monaco,,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,Match Report,
242,,,,,,,,,,,,,,,
243,Regular season,23.0,Wed,2021-02-03,19:00,Reims,0.5,0–0,0.3,Angers,,Stade Auguste-Delaune II,Aurélien Petit,Match Report,
244,Regular season,23.0,Wed,2021-02-03,19:00,Rennes,1.0,1–1,0.8,Lorient,,Roazhon Park,Hakim Ben El Hadj Salem,Match Report,
245,Regular season,23.0,Wed,2021-02-03,19:00,Bordeaux,1.1,0–3,1.7,Lille,,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
246,Regular season,23.0,Wed,2021-02-03,19:00,Strasbourg,0.4,2–2,0.9,Brest,,Stade de la Meinau,Florent Batta,Match Report,
247,Regular season,23.0,Wed,2021-02-03,19:00,Metz,0.9,1–1,1.1,Montpellier,,Stade Saint-Symphorien,Bastien Dechepy,Match Report,
248,Regular season,23.0,Wed,2021-02-03,21:00,Lens,1.3,2–2,1.5,Marseille,,Stade Bollaert-Delelis,Willy Delajod,Match Report,
249,Regular season,23.0,Wed,2021-02-03,21:00,Paris S-G,1.8,3–0,2.0,Nîmes,,Parc des Princes,François Letexier,Match Report,
250,Regular season,23.0,Wed,2021-02-03,21:00,Saint-Étienne,1.5,1–1,1.5,Nantes,,Stade Geoffroy-Guichard,Eric Wattellier,Match Report,
251,Regular season,23.0,Wed,2021-02-03,21:00,Dijon,1.2,0–1,2.5,Lyon,,Stade Gaston Gérard,Johan Hamel,Match Report,
252,Regular season,23.0,Wed,2021-02-03,21:00,Monaco,2.6,2–1,0.4,Nice,,Stade Louis II.,Jérôme Brisard,Match Report,
253,,,,,,,,,,,,,,,
254,Regular season,24.0,Sat,2021-02-06,17:00,Lorient,1.0,1–0,0.9,Reims,,Stade Yves Allainmat - Le Moustoir,Thomas Léonard,Match Report,
255,Regular season,24.0,Sat,2021-02-06,19:00,Lyon,1.4,3–0,0.3,Strasbourg,,Groupama Stadium,Amaury Delerue,Match Report,
256,Regular season,24.0,Sat,2021-02-06,21:00,Lens,0.8,0–0,0.8,Rennes,,Stade Bollaert-Delelis,Jeremy Stinat,Match Report,
257,Regular season,24.0,Sun,2021-02-07,13:00,Brest,1.9,2–1,0.8,Bordeaux,,Stade Francis-Le Blé,Eric Wattellier,Match Report,
258,Regular season,24.0,Sun,2021-02-07,15:00,Montpellier,4.9,4–2,1.5,Dijon,,Stade de la Mosson,Franck Schneider,Match Report,
259,Regular season,24.0,Sun,2021-02-07,15:00,Nîmes,1.4,3–4,1.3,Monaco,,Stade des Costières,Clément Turpin,Match Report,
260,Regular season,24.0,Sun,2021-02-07,15:00,Nice,1.2,3–0,0.9,Angers,,Stade de Nice,Jérôme Miguelgorry,Match Report,
261,Regular season,24.0,Sun,2021-02-07,15:00,Saint-Étienne,0.7,1–0,0.4,Metz,,Stade Geoffroy-Guichard,Ruddy Buquet,Match Report,
262,Regular season,24.0,Sun,2021-02-07,17:00,Nantes,0.7,0–2,1.5,Lille,,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart,Match Report,
263,Regular season,24.0,Sun,2021-02-07,21:00,Marseille,0.6,0–2,1.7,Paris S-G,,Orange Vélodrome,Benoît Bastien,Match Report,
264,,,,,,,,,,,,,,,
265,Regular season,25.0,Sat,2021-02-13,17:00,Paris S-G,2.6,2–1,1.0,Nice,,Parc des Princes,Jérémie Pignard,Match Report,
266,Regular season,25.0,Sat,2021-02-13,19:00,Reims,0.7,1–1,2.9,Lens,,Stade Auguste-Delaune II,Eric Wattellier,Match Report,
267,Regular season,25.0,Sat,2021-02-13,21:00,Lyon,4.4,1–2,1.5,Montpellier,,Groupama Stadium,Antony Gautier,Match Report,
268,Regular season,25.0,Sun,2021-02-14,13:00,Monaco,2.2,2–2,1.3,Lorient,,Stade Louis II.,Benoît Millot,Match Report,
269,Regular season,25.0,Sun,2021-02-14,15:00,Metz,1.7,1–2,1.5,Strasbourg,,Stade Saint-Symphorien,Mikael Lesage,Match Report,
270,Regular season,25.0,Sun,2021-02-14,15:00,Angers,1.5,1–3,2.0,Nantes,,Stade Raymond Kopa,François Letexier,Match Report,
271,Regular season,25.0,Sun,2021-02-14,15:00,Dijon,0.8,0–2,1.7,Nîmes,,Stade Gaston Gérard,Aurélien Petit,Match Report,
272,Regular season,25.0,Sun,2021-02-14,15:00,Rennes,1.6,0–2,0.3,Saint-Étienne,,Roazhon Park,Florent Batta,Match Report,
273,Regular season,25.0,Sun,2021-02-14,17:00,Lille,0.8,0–0,0.1,Brest,,Stade Pierre-Mauroy,Bastien Dechepy,Match Report,
274,Regular season,25.0,Sun,2021-02-14,21:00,Bordeaux,1.4,0–0,0.5,Marseille,,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
275,,,,,,,,,,,,,,,
276,Regular season,11.0,Wed,2021-02-17,21:00,Marseille,0.7,3–2,1.3,Nice,,Orange Vélodrome,Mikael Lesage,Match Report,
277,,,,,,,,,,,,,,,
278,Regular season,26.0,Fri,2021-02-19,21:00,Brest,1.5,2–3,3.2,Lyon,,Stade Francis-Le Blé,Franck Schneider,Match Report,
279,Regular season,26.0,Sat,2021-02-20,13:00,Saint-Étienne,2.0,1–1,0.4,Reims,,Stade Geoffroy-Guichard,Antony Gautier,Match Report,
280,Regular season,26.0,Sat,2021-02-20,17:00,Nantes,1.0,1–1,0.7,Marseille,,Stade de la Beaujoire - Louis Fonteneau,Amaury Delerue,Match Report,
281,Regular season,26.0,Sun,2021-02-21,13:00,Montpellier,2.8,2–1,2.0,Rennes,,Stade de la Mosson,Clément Turpin,Match Report,
282,Regular season,26.0,Sun,2021-02-21,15:00,Nice,1.2,1–2,1.2,Metz,,Stade de Nice,Jeremy Stinat,Match Report,
283,Regular season,26.0,Sun,2021-02-21,15:00,Strasbourg,1.2,0–0,0.3,Angers,,Stade de la Meinau,Hakim Ben El Hadj Salem,Match Report,
284,Regular season,26.0,Sun,2021-02-21,15:00,Lens,1.0,2–1,1.0,Dijon,,Stade Bollaert-Delelis,Benoît Bastien,Match Report,
285,Regular season,26.0,Sun,2021-02-21,15:00,Nîmes,0.4,2–0,0.8,Bordeaux,,Stade des Costières,Willy Delajod,Match Report,
286,Regular season,26.0,Sun,2021-02-21,17:00,Lorient,0.3,1–4,1.0,Lille,,Stade Yves Allainmat - Le Moustoir,Johan Hamel,Match Report,
287,Regular season,26.0,Sun,2021-02-21,21:00,Paris S-G,0.7,0–2,1.3,Monaco,,Parc des Princes,Ruddy Buquet,Match Report,
288,,,,,,,,,,,,,,,
289,Regular season,21.0,Wed,2021-02-24,19:00,Nîmes,1.0,1–0,0.5,Lorient,,Stade des Costières,Jérôme Miguelgorry,Match Report,
290,,,,,,,,,,,,,,,
291,Regular season,27.0,Fri,2021-02-26,21:00,Rennes,0.9,1–2,1.9,Nice,,Roazhon Park,Johan Hamel,Match Report,
292,Regular season,27.0,Sat,2021-02-27,13:00,Bordeaux,0.9,1–2,2.0,Metz,,Stade Matmut-Atlantique,Aurélien Petit,Match Report,
293,Regular season,27.0,Sat,2021-02-27,17:00,Dijon,0.2,0–4,1.9,Paris S-G,,Stade Gaston Gérard,Mikael Lesage,Match Report,
294,Regular season,27.0,Sun,2021-02-28,13:00,Monaco,2.2,2–0,0.6,Brest,,Stade Louis II.,Jérémie Pignard,Match Report,
295,Regular season,27.0,Sun,2021-02-28,15:00,Nîmes,0.6,1–1,1.0,Nantes,,Stade des Costières,Florent Batta,Match Report,
296,Regular season,27.0,Sun,2021-02-28,15:00,Lorient,1.0,2–1,1.1,Saint-Étienne,,Stade Yves Allainmat - Le Moustoir,Stéphanie Frappart,Match Report,
297,Regular season,27.0,Sun,2021-02-28,15:00,Reims,0.4,0–0,0.4,Montpellier,,Stade Auguste-Delaune II,François Letexier,Match Report,
298,Regular season,27.0,Sun,2021-02-28,15:00,Angers,1.6,2–2,1.3,Lens,,Stade Raymond Kopa,Bastien Dechepy,Match Report,
299,Regular season,27.0,Sun,2021-02-28,17:00,Lille,1.1,1–1,0.9,Strasbourg,,Stade Pierre-Mauroy,Jérôme Brisard,Match Report,
300,Regular season,27.0,Sun,2021-02-28,21:00,Marseille,1.5,1–1,0.6,Lyon,,Orange Vélodrome,Benoît Millot,Match Report,
301,,,,,,,,,,,,,,,
302,Regular season,28.0,Wed,2021-03-03,19:00,Nice,1.4,2–1,2.4,Nîmes,,Stade de Nice,Hakim Ben El Hadj Salem,Match Report,
303,Regular season,28.0,Wed,2021-03-03,19:00,Lyon,2.2,1–0,0.6,Rennes,,Groupama Stadium,Ruddy Buquet,Match Report,
304,Regular season,28.0,Wed,2021-03-03,19:00,Metz,0.8,0–1,1.1,Angers,,Stade Saint-Symphorien,Johan Hamel,Match Report,
305,Regular season,28.0,Wed,2021-03-03,19:00,Saint-Étienne,2.2,2–3,1.9,Lens,,Stade Geoffroy-Guichard,Amaury Delerue,Match Report,
306,Regular season,28.0,Wed,2021-03-03,19:00,Brest,1.5,3–1,1.0,Dijon,,Stade Francis-Le Blé,Jeremy Stinat,Match Report,
307,Regular season,28.0,Wed,2021-03-03,21:00,Bordeaux,0.6,0–1,1.0,Paris S-G,,Stade Matmut-Atlantique,Franck Schneider,Match Report,
308,Regular season,28.0,Wed,2021-03-03,21:00,Strasbourg,0.9,1–0,0.6,Monaco,,Stade de la Meinau,Eric Wattellier,Match Report,
309,Regular season,28.0,Wed,2021-03-03,21:00,Lille,2.7,2–0,0.1,Marseille,,Stade Pierre-Mauroy,Clément Turpin,Match Report,
310,Regular season,28.0,Wed,2021-03-03,21:00,Nantes,1.3,1–2,0.6,Reims,,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,
311,Regular season,28.0,Wed,2021-03-03,21:00,Montpellier,0.8,1–1,2.0,Lorient,,Stade de la Mosson,Benoît Bastien,Match Report,
312,,,,,,,,,,,,,,,
313,Regular season,22.0,Wed,2021-03-10,19:00,Marseille,0.6,1–0,0.6,Rennes,,Orange Vélodrome,Jérémie Pignard,Match Report,
314,,,,,,,,,,,,,,,
315,Regular season,29.0,Fri,2021-03-12,21:00,Reims,0.7,1–1,1.5,Lyon,,Stade Auguste-Delaune II,Jérôme Brisard,Match Report,
316,Regular season,29.0,Sat,2021-03-13,13:00,Angers,0.2,0–1,0.8,Saint-Étienne,,Stade Raymond Kopa,Benoît Millot,Match Report,
317,Regular season,29.0,Sat,2021-03-13,17:00,Marseille,1.7,3–1,0.4,Brest,,Orange Vélodrome,Jérôme Miguelgorry,Match Report,
318,Regular season,29.0,Sun,2021-03-14,13:00,Nîmes,1.6,1–1,1.0,Montpellier,,Stade des Costières,Eric Wattellier,Match Report,
319,Regular season,29.0,Sun,2021-03-14,15:00,Rennes,1.0,1–0,0.6,Strasbourg,,Roazhon Park,Bastien Dechepy,Match Report,
320,Regular season,29.0,Sun,2021-03-14,15:00,Lens,2.2,2–2,1.5,Metz,,Stade Bollaert-Delelis,Florent Batta,Match Report,
321,Regular season,29.0,Sun,2021-03-14,15:00,Lorient,2.2,1–1,0.5,Nice,,Stade Yves Allainmat - Le Moustoir,Ruddy Buquet,Match Report,
322,Regular season,29.0,Sun,2021-03-14,15:00,Dijon,1.1,1–3,1.2,Bordeaux,,Stade Gaston Gérard,Thomas Léonard,Match Report,
323,Regular season,29.0,Sun,2021-03-14,17:05,Monaco,0.6,0–0,0.2,Lille,,Stade Louis II.,Stéphanie Frappart,Match Report,
324,Regular season,29.0,Sun,2021-03-14,21:00,Paris S-G,0.6,1–2,1.3,Nantes,,Parc des Princes,Karim Abed,Match Report,
325,,,,,,,,,,,,,,,
326,Regular season,30.0,Fri,2021-03-19,21:00,Saint-Étienne,0.5,0–4,2.3,Monaco,,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
327,Regular season,30.0,Sat,2021-03-20,13:00,Metz,0.7,1–3,2.0,Rennes,,Stade Saint-Symphorien,Willy Delajod,Match Report,
328,Regular season,30.0,Sat,2021-03-20,17:00,Nice,2.4,3–0,0.4,Marseille,,Stade de Nice,François Letexier,Match Report,
329,Regular season,30.0,Sun,2021-03-21,13:00,Strasbourg,2.2,1–2,1.8,Lens,,Stade de la Meinau,Jeremy Stinat,Match Report,
330,Regular season,30.0,Sun,2021-03-21,15:00,Dijon,0.9,0–1,1.1,Reims,,Stade Gaston Gérard,Benoît Bastien,Match Report,
331,Regular season,30.0,Sun,2021-03-21,15:00,Nantes,1.3,1–1,0.9,Lorient,,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
332,Regular season,30.0,Sun,2021-03-21,15:00,Montpellier,2.5,3–1,1.5,Bordeaux,,Stade de la Mosson,Hakim Ben El Hadj Salem,Match Report,
333,Regular season,30.0,Sun,2021-03-21,15:00,Brest,0.6,0–0,0.8,Angers,,Stade Francis-Le Blé,Aurélien Petit,Match Report,
334,Regular season,30.0,Sun,2021-03-21,17:05,Lille,1.0,1–2,0.9,Nîmes,,Stade Pierre-Mauroy,Franck Schneider,Match Report,
335,Regular season,30.0,Sun,2021-03-21,21:00,Lyon,0.8,2–4,1.4,Paris S-G,,Groupama Stadium,Clément Turpin,Match Report,
336,,,,,,,,,,,,,,,
337,Regular season,31.0,Sat,2021-04-03,13:00,Monaco,2.4,4–0,0.3,Metz,,Stade Louis II.,Johan Hamel,Match Report,
338,Regular season,31.0,Sat,2021-04-03,17:00,Paris S-G,1.1,0–1,0.5,Lille,,Parc des Princes,Benoît Bastien,Match Report,
339,Regular season,31.0,Sat,2021-04-03,21:00,Lens,0.7,1–1,2.1,Lyon,,Stade Bollaert-Delelis,Benoît Millot,Match Report,
340,Regular season,31.0,Sun,2021-04-04,13:00,Angers,1.1,1–1,2.2,Montpellier,,Stade Raymond Kopa,Florent Batta,Match Report,
341,Regular season,31.0,Sun,2021-04-04,15:00,Nantes,1.5,1–2,2.5,Nice,,Stade de la Beaujoire - Louis Fonteneau,Stéphanie Frappart,Match Report,
342,Regular season,31.0,Sun,2021-04-04,15:00,Reims,1.0,2–2,2.3,Rennes,,Stade Auguste-Delaune II,Karim Abed,Match Report,
343,Regular season,31.0,Sun,2021-04-04,15:00,Lorient,1.5,1–0,0.7,Brest,,Stade Yves Allainmat - Le Moustoir,Bastien Dechepy,Match Report,
344,Regular season,31.0,Sun,2021-04-04,15:00,Bordeaux,1.7,2–3,2.2,Strasbourg,,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
345,Regular season,31.0,Sun,2021-04-04,17:05,Nîmes,1.7,0–2,1.7,Saint-Étienne,,Stade des Costières,Thomas Léonard,Match Report,
346,Regular season,31.0,Sun,2021-04-04,21:00,Marseille,1.3,2–0,0.1,Dijon,,Orange Vélodrome,Ruddy Buquet,Match Report,
347,,,,,,,,,,,,,,,
348,Regular season,32.0,Fri,2021-04-09,21:00,Metz,2.1,0–2,0.6,Lille,,Stade Saint-Symphorien,Clément Turpin,Match Report,
349,Regular season,32.0,Sat,2021-04-10,17:00,Strasbourg,0.9,1–4,1.9,Paris S-G,,Stade de la Meinau,Jérémie Pignard,Match Report,
350,Regular season,32.0,Sat,2021-04-10,21:00,Montpellier,2.3,3–3,1.6,Marseille,,Stade de la Mosson,Jérôme Brisard,Match Report,
351,Regular season,32.0,Sun,2021-04-11,13:00,Rennes,0.6,1–0,0.3,Nantes,,Roazhon Park,Amaury Delerue,Match Report,
352,Regular season,32.0,Sun,2021-04-11,15:00,Saint-Étienne,3.3,4–1,2.0,Bordeaux,,Stade Geoffroy-Guichard,Franck Schneider,Match Report,
353,Regular season,32.0,Sun,2021-04-11,15:00,Lens,3.3,4–1,2.0,Lorient,,Stade Bollaert-Delelis,Eric Wattellier,Match Report,
354,Regular season,32.0,Sun,2021-04-11,15:00,Brest,2.8,1–1,0.9,Nîmes,,Stade Francis-Le Blé,Willy Delajod,Match Report,
355,Regular season,32.0,Sun,2021-04-11,15:00,Nice,0.6,0–0,0.5,Reims,,Stade de Nice,Jeremy Stinat,Match Report,
356,Regular season,32.0,Sun,2021-04-11,17:05,Monaco,3.8,3–0,0.6,Dijon,,Stade Louis II.,Aurélien Petit,Match Report,
357,Regular season,32.0,Sun,2021-04-11,21:00,Lyon,2.6,3–0,1.2,Angers,,Groupama Stadium,Mikael Lesage,Match Report,
358,,,,,,,,,,,,,,,
359,Regular season,33.0,Fri,2021-04-16,21:00,Lille,1.3,1–1,0.9,Montpellier,,Stade Pierre-Mauroy,Benoît Millot,Match Report,
360,Regular season,33.0,Sat,2021-04-17,12:45,Angers,0.6,0–3,1.3,Rennes,,Stade Raymond Kopa,Thomas Léonard,Match Report,
361,Regular season,33.0,Sat,2021-04-17,17:00,Marseille,2.2,3–2,1.4,Lorient,,Orange Vélodrome,Hakim Ben El Hadj Salem,Match Report,
362,Regular season,33.0,Sun,2021-04-18,13:00,Paris S-G,2.2,3–2,1.2,Saint-Étienne,,Parc des Princes,Ruddy Buquet,Match Report,
363,Regular season,33.0,Sun,2021-04-18,15:00,Brest,0.4,1–1,1.3,Lens,,Stade Francis-Le Blé,Karim Abed,Match Report,
364,Regular season,33.0,Sun,2021-04-18,15:00,Dijon,1.6,2–0,0.7,Nice,,Stade Gaston Gérard,Johan Hamel,Match Report,
365,Regular season,33.0,Sun,2021-04-18,15:00,Nîmes,1.4,1–1,1.1,Strasbourg,,Stade des Costières,Antony Gautier,Match Report,
366,Regular season,33.0,Sun,2021-04-18,15:00,Reims,0.9,0–0,0.7,Metz,,Stade Auguste-Delaune II,Jérôme Miguelgorry,Match Report,
367,Regular season,33.0,Sun,2021-04-18,17:05,Bordeaux,0.8,0–3,2.1,Monaco,,Stade Matmut-Atlantique,François Letexier,Match Report,
368,Regular season,33.0,Sun,2021-04-18,21:00,Nantes,1.2,1–2,1.6,Lyon,,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,Match Report,
369,,,,,,,,,,,,,,,
370,Regular season,34.0,Fri,2021-04-23,21:00,Reims,0.6,1–3,2.1,Marseille,,Stade Auguste-Delaune II,Eric Wattellier,Match Report,
371,Regular season,34.0,Sat,2021-04-24,13:00,Saint-Étienne,0.9,1–2,1.9,Brest,,Stade Geoffroy-Guichard,Florent Batta,Match Report,
372,Regular season,34.0,Sat,2021-04-24,17:00,Metz,0.7,1–3,2.9,Paris S-G,,Stade Saint-Symphorien,Willy Delajod,Match Report,
373,Regular season,34.0,Sun,2021-04-25,13:00,Nice,2.0,3–1,1.4,Montpellier,,Stade de Nice,Bastien Dechepy,Match Report,
374,Regular season,34.0,Sun,2021-04-25,15:00,Strasbourg,1.5,1–2,1.2,Nantes,,Stade de la Meinau,Ruddy Buquet,Match Report,
375,Regular season,34.0,Sun,2021-04-25,15:00,Rennes,3.0,5–1,1.2,Dijon,,Roazhon Park,Jeremy Stinat,Match Report,
376,Regular season,34.0,Sun,2021-04-25,15:00,Lens,0.6,2–1,1.6,Nîmes,,Stade Bollaert-Delelis,Aurélien Petit,Match Report,
377,Regular season,34.0,Sun,2021-04-25,15:00,Lorient,1.9,4–1,0.9,Bordeaux,,Stade Yves Allainmat - Le Moustoir,Jérémie Pignard,Match Report,
378,Regular season,34.0,Sun,2021-04-25,17:05,Angers,0.1,0–1,1.6,Monaco,,Stade Raymond Kopa,Hakim Ben El Hadj Salem,Match Report,
379,Regular season,34.0,Sun,2021-04-25,21:00,Lyon,1.0,2–3,1.9,Lille,,Groupama Stadium,François Letexier,Match Report,
380,,,,,,,,,,,,,,,
381,Regular season,35.0,Fri,2021-04-30,21:00,Marseille,1.0,1–1,0.4,Strasbourg,,Orange Vélodrome,Stéphanie Frappart,Match Report,
382,Regular season,35.0,Sat,2021-05-01,17:00,Paris S-G,1.4,2–1,1.6,Lens,,Parc des Princes,Jérôme Brisard,Match Report,
383,Regular season,35.0,Sat,2021-05-01,21:00,Lille,0.8,2–0,0.0,Nice,,Stade Pierre-Mauroy,Amaury Delerue,Match Report,
384,Regular season,35.0,Sun,2021-05-02,13:00,Bordeaux,0.8,1–0,0.6,Rennes,,Stade Matmut-Atlantique,Antony Gautier,Match Report,
385,Regular season,35.0,Sun,2021-05-02,15:00,Dijon,1.1,1–5,1.5,Metz,,Stade Gaston Gérard,Franck Schneider,Match Report,
386,Regular season,35.0,Sun,2021-05-02,15:00,Lorient,1.7,2–0,0.8,Angers,,Stade Yves Allainmat - Le Moustoir,Willy Delajod,Match Report,
387,Regular season,35.0,Sun,2021-05-02,15:00,Nîmes,2.5,2–2,0.8,Reims,,Stade des Costières,Benoît Millot,Match Report,
388,Regular season,35.0,Sun,2021-05-02,15:00,Brest,1.9,1–4,2.4,Nantes,,Stade Francis-Le Blé,Mikael Lesage,Match Report,
389,Regular season,35.0,Sun,2021-05-02,17:05,Montpellier,1.0,1–2,2.6,Saint-Étienne,,Stade de la Mosson,Karim Abed,Match Report,
390,Regular season,35.0,Sun,2021-05-02,21:00,Monaco,2.1,2–3,1.2,Lyon,,Stade Louis II.,Clément Turpin,Match Report,
391,,,,,,,,,,,,,,,
392,Regular season,36.0,Fri,2021-05-07,21:00,Lens,1.5,0–3,1.3,Lille,,Stade Bollaert-Delelis,Clément Turpin,Match Report,
393,Regular season,36.0,Sat,2021-05-08,13:00,Nantes,2.0,3–0,0.8,Bordeaux,,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
