,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
185,Regular season,18.0,Tue,2018-12-18,19:30,Caen,1.6,2–1,1.3,Toulouse,11631.0,Stade Michel d'Ornano,Antony Gautier,Match Report,
186,,,,,,,,,,,,,,,
187,Regular season,19.0,Sat,2018-12-22,21:00,Rennes,2.7,4–0,0.9,Nîmes,22430.0,Roazhon Park,Jeremy Stinat,Match Report,
188,Regular season,19.0,Sat,2018-12-22,21:00,Montpellier,0.9,1–1,0.4,Lyon,17275.0,Stade de la Mosson,François Letexier,Match Report,
189,Regular season,19.0,Sat,2018-12-22,21:00,Lille,1.4,1–2,1.7,Toulouse,30186.0,Stade Pierre-Mauroy,Benoît Millot,Match Report,
190,Regular season,19.0,Sat,2018-12-22,21:00,Paris S-G,2.1,1–0,0.5,Nantes,47511.0,Parc des Princes,Karim Abed,Match Report,
191,Regular season,19.0,Sat,2018-12-22,21:00,Reims,2.0,2–2,0.6,Caen,11017.0,Stade Auguste-Delaune II,Jérôme Miguelgorry,Match Report,
192,Regular season,19.0,Sat,2018-12-22,21:00,Strasbourg,1.9,2–0,1.6,Nice,25113.0,Stade de la Meinau,Willy Delajod,Match Report,
193,Regular season,19.0,Sat,2018-12-22,21:00,Monaco,0.6,0–2,1.1,Guingamp,6424.0,Stade Louis II.,Franck Schneider,Match Report,
194,Regular season,19.0,Sat,2018-12-22,21:00,Saint-Étienne,1.9,3–0,0.8,Dijon,26215.0,Stade Geoffroy-Guichard,Eric Wattellier,Match Report,
195,Regular season,19.0,Sat,2018-12-22,21:00,Angers,2.0,1–1,1.5,Marseille,15113.0,Stade Raymond Kopa,Jérôme Brisard,Match Report,
196,Regular season,19.0,Sun,2018-12-23,17:00,Bordeaux,0.5,1–1,0.4,Amiens,23343.0,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
197,,,,,,,,,,,,,,,
198,Regular season,18.0,Tue,2019-01-08,19:00,Nantes,1.4,2–0,0.8,Montpellier,15780.0,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,
199,Regular season,18.0,Tue,2019-01-08,19:00,Amiens,1.8,0–0,0.3,Angers,10209.0,Stade de la Licorne,Johan Hamel,Match Report,
200,,,,,,,,,,,,,,,
201,Regular season,20.0,Fri,2019-01-11,19:00,Caen,1.3,1–3,2.8,Lille,16018.0,Stade Michel d'Ornano,Thomas Léonard,Match Report,
202,Regular season,20.0,Fri,2019-01-11,20:45,Lyon,1.4,1–1,1.1,Reims,42512.0,Groupama Stadium,Benoît Millot,Match Report,
203,Regular season,20.0,Sat,2019-01-12,17:00,Amiens,0.3,0–3,2.5,Paris S-G,11932.0,Stade de la Licorne,Florent Batta,Match Report,
204,Regular season,20.0,Sat,2019-01-12,20:00,Guingamp,0.7,0–1,0.6,Saint-Étienne,15342.0,Stade du Roudourou,Karim Abed,Match Report,
205,Regular season,20.0,Sat,2019-01-12,20:00,Nice,1.4,1–0,1.8,Bordeaux,15191.0,Stade de Nice,Nicolas Rainville,Match Report,
206,Regular season,20.0,Sun,2019-01-13,15:00,Nantes,1.7,0–1,0.4,Rennes,31195.0,Stade de la Beaujoire - Louis Fonteneau,Ruddy Buquet,Match Report,
207,Regular season,20.0,Sun,2019-01-13,17:00,Toulouse,1.7,1–2,1.4,Strasbourg,15465.0,Stadium Municipal,Hakim Ben El Hadj Salem,Match Report,
208,Regular season,20.0,Sun,2019-01-13,17:00,Dijon,0.7,1–1,1.6,Montpellier,11910.0,Stade Gaston Gérard,Benoît Bastien,Match Report,
209,Regular season,20.0,Sun,2019-01-13,21:00,Marseille,1.7,1–1,0.9,Monaco,44315.0,Orange Vélodrome,Mikael Lesage,Match Report,
210,,,,,,,,,,,,,,,
211,Regular season,17.0,Tue,2019-01-15,19:00,Angers,3.4,1–2,0.4,Bordeaux,10836.0,Stade Raymond Kopa,Eric Wattellier,Match Report,
212,Regular season,17.0,Wed,2019-01-16,19:00,Toulouse,1.0,2–2,2.0,Lyon,16587.0,Stadium Municipal,Ruddy Buquet,Match Report,
213,Regular season,17.0,Wed,2019-01-16,19:00,Nîmes,0.9,1–0,0.6,Nantes,12806.0,Stade des Costières,Hakim Ben El Hadj Salem,Match Report,
214,Regular season,17.0,Wed,2019-01-16,19:00,Monaco,1.0,1–1,1.3,Nice,11345.0,Stade Louis II.,Benoît Bastien,Match Report,
215,,,,,,,,,,,,,,,
216,Regular season,18.0,Wed,2019-01-16,19:00,Guingamp,0.8,2–1,1.7,Rennes,14179.0,Stade du Roudourou,Clément Turpin,Match Report,
217,,,,,,,,,,,,,,,
218,Regular season,17.0,Wed,2019-01-16,21:00,Saint-Étienne,2.1,2–1,1.0,Marseille,28146.0,Stade Geoffroy-Guichard,Antony Gautier,Match Report,
219,,,,,,,,,,,,,,,
220,Regular season,21.0,Fri,2019-01-18,20:45,Lille,2.2,2–1,0.4,Amiens,27211.0,Stade Pierre-Mauroy,Willy Delajod,Match Report,
221,Regular season,21.0,Sat,2019-01-19,17:00,Paris S-G,5.1,9–0,0.1,Guingamp,47268.0,Parc des Princes,Amaury Delerue,Match Report,
222,Regular season,21.0,Sat,2019-01-19,20:00,Reims,1.3,1–1,1.3,Nice,11776.0,Stade Auguste-Delaune II,Olivier Thual,Match Report,
223,Regular season,21.0,Sat,2019-01-19,20:00,Monaco,0.9,1–5,1.5,Strasbourg,7298.0,Stade Louis II.,François Letexier,Match Report,
224,Regular season,21.0,Sat,2019-01-19,20:00,Nîmes,1.0,0–1,0.9,Toulouse,12736.0,Stade des Costières,Jérôme Brisard,Match Report,
225,Regular season,21.0,Sun,2019-01-20,15:00,Rennes,0.8,0–0,0.5,Montpellier,23990.0,Roazhon Park,Jérôme Miguelgorry,Match Report,
226,Regular season,21.0,Sun,2019-01-20,17:00,Caen,0.5,0–1,1.0,Marseille,19607.0,Stade Michel d'Ornano,Franck Schneider,Match Report,
227,Regular season,21.0,Sun,2019-01-20,17:00,Angers,0.2,1–0,1.2,Nantes,12412.0,Stade Raymond Kopa,Benoît Millot,Match Report,
228,Regular season,21.0,Sun,2019-01-20,19:00,Bordeaux,1.6,1–0,1.2,Dijon,13380.0,Stade Matmut-Atlantique,Johan Hamel,Match Report,
229,Regular season,21.0,Sun,2019-01-20,21:00,Saint-Étienne,2.4,1–2,2.0,Lyon,41594.0,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
230,,,,,,,,,,,,,,,
231,Regular season,20.0,Wed,2019-01-23,19:00,Nîmes,1.5,3–1,1.7,Angers,12015.0,Stade des Costières,Olivier Thual,Match Report,
232,,,,,,,,,,,,,,,
233,Regular season,22.0,Fri,2019-01-25,20:45,Marseille,1.2,1–2,2.0,Lille,43845.0,Orange Vélodrome,Amaury Delerue,Match Report,
234,Regular season,22.0,Sat,2019-01-26,20:00,Dijon,1.6,2–0,1.5,Monaco,12060.0,Stade Gaston Gérard,Eric Wattellier,Match Report,
235,Regular season,22.0,Sat,2019-01-26,20:00,Nice,1.7,2–0,0.8,Nîmes,15982.0,Stade de Nice,Benoît Millot,Match Report,
236,Regular season,22.0,Sat,2019-01-26,20:00,Guingamp,0.5,0–1,0.6,Reims,13853.0,Stade du Roudourou,Thomas Léonard,Match Report,
237,Regular season,22.0,Sat,2019-01-26,20:00,Strasbourg,0.7,1–0,0.7,Bordeaux,25214.0,Stade de la Meinau,Florent Batta,Match Report,
238,Regular season,22.0,Sun,2019-01-27,15:00,Montpellier,1.3,2–0,0.4,Caen,11001.0,Stade de la Mosson,Hakim Ben El Hadj Salem,Match Report,
239,Regular season,22.0,Sun,2019-01-27,17:00,Amiens,0.7,0–1,1.2,Lyon,10017.0,Stade de la Licorne,Jérôme Miguelgorry,Match Report,
240,Regular season,22.0,Sun,2019-01-27,20:00,Toulouse,1.5,0–0,1.5,Angers,11296.0,Stadium Municipal,Johan Hamel,Match Report,
241,Regular season,22.0,Sun,2019-01-27,21:00,Paris S-G,2.4,4–1,1.2,Rennes,43307.0,Parc des Princes,Karim Abed,Match Report,
242,Regular season,22.0,Wed,2019-01-30,21:00,Nantes,1.7,1–1,1.8,Saint-Étienne,28748.0,Stade de la Beaujoire - Louis Fonteneau,Franck Schneider,Match Report,
243,,,,,,,,,,,,,,,
244,Regular season,23.0,Fri,2019-02-01,20:45,Lille,2.2,4–0,0.6,Nice,32849.0,Stade Pierre-Mauroy,Jérôme Miguelgorry,Match Report,
245,Regular season,23.0,Sat,2019-02-02,20:00,Monaco,1.2,2–1,0.9,Toulouse,5896.0,Stade Louis II.,Mikael Lesage,Match Report,
246,Regular season,23.0,Sat,2019-02-02,20:00,Rennes,1.9,1–0,0.8,Amiens,17783.0,Roazhon Park,Olivier Thual,Match Report,
247,Regular season,23.0,Sat,2019-02-02,20:00,Angers,1.2,1–0,0.4,Dijon,8451.0,Stade Raymond Kopa,Florent Batta,Match Report,
248,Regular season,23.0,Sat,2019-02-02,21:00,Reims,0.6,2–1,1.2,Marseille,20546.0,Stade Auguste-Delaune II,François Letexier,Match Report,
249,Regular season,23.0,Sun,2019-02-03,15:00,Nîmes,0.7,1–1,0.9,Montpellier,18045.0,Stade des Costières,Antony Gautier,Match Report,
250,Regular season,23.0,Sun,2019-02-03,21:00,Lyon,3.2,2–1,1.2,Paris S-G,57624.0,Groupama Stadium,Clément Turpin,Match Report,
251,,,,,,,,,,,,,,,
252,Regular season,18.0,Tue,2019-02-05,19:00,Marseille,1.8,1–0,0.2,Bordeaux,,Orange Vélodrome,Jérôme Brisard,Match Report,
253,,,,,,,,,,,,,,,
254,Regular season,24.0,Fri,2019-02-08,20:45,Dijon,1.2,1–2,1.2,Marseille,15095.0,Stade Gaston Gérard,Thomas Léonard,Match Report,
255,Regular season,24.0,Sat,2019-02-09,17:00,Paris S-G,2.3,1–0,0.6,Bordeaux,47274.0,Parc des Princes,Ruddy Buquet,Match Report,
256,Regular season,24.0,Sat,2019-02-09,20:00,Amiens,0.8,1–0,0.4,Caen,9373.0,Stade de la Licorne,Eric Wattellier,Match Report,
257,Regular season,24.0,Sat,2019-02-09,20:00,Strasbourg,1.1,1–2,0.8,Angers,25010.0,Stade de la Meinau,Amaury Delerue,Match Report,
258,Regular season,24.0,Sun,2019-02-10,15:00,Nantes,1.9,2–4,1.7,Nîmes,34219.0,Stade de la Beaujoire - Louis Fonteneau,Clément Turpin,Match Report,
259,Regular season,24.0,Sun,2019-02-10,15:00,Toulouse,0.8,1–1,1.3,Reims,15240.0,Stadium Municipal,Karim Abed,Match Report,
260,Regular season,24.0,Sun,2019-02-10,15:00,Montpellier,1.8,2–2,1.5,Monaco,13709.0,Stade de la Mosson,Franck Schneider,Match Report,
261,Regular season,24.0,Sun,2019-02-10,17:00,Rennes,2.5,3–0,1.5,Saint-Étienne,24230.0,Roazhon Park,Johan Hamel,Match Report,
262,Regular season,24.0,Sun,2019-02-10,17:00,Guingamp,0.5,0–2,1.3,Lille,13886.0,Stade du Roudourou,Benoît Bastien,Match Report,
263,Regular season,24.0,Sun,2019-02-10,21:00,Nice,1.5,1–0,2.3,Lyon,22193.0,Stade de Nice,Mikael Lesage,Match Report,
264,,,,,,,,,,,,,,,
265,Regular season,23.0,Wed,2019-02-13,19:00,Saint-Étienne,1.6,2–1,0.7,Strasbourg,16406.0,Stade Geoffroy-Guichard,Jérôme Brisard,Match Report,
266,Regular season,23.0,Wed,2019-02-13,19:30,Caen,0.6,0–1,1.5,Nantes,16627.0,Stade Michel d'Ornano,Willy Delajod,Match Report,
267,,,,,,,,,,,,,,,
268,Regular season,25.0,Fri,2019-02-15,19:00,Nîmes,1.2,2–0,1.2,Dijon,12703.0,Stade des Costières,Jérôme Miguelgorry,Match Report,
269,Regular season,25.0,Fri,2019-02-15,20:45,Lyon,1.7,2–1,1.6,Guingamp,40305.0,Groupama Stadium,Antony Gautier,Match Report,
270,Regular season,25.0,Sat,2019-02-16,17:00,Marseille,1.2,2–0,1.2,Amiens,50871.0,Orange Vélodrome,Johan Hamel,Match Report,
271,Regular season,25.0,Sat,2019-02-16,20:00,Angers,2.0,3–0,0.6,Nice,11117.0,Stade Raymond Kopa,Franck Schneider,Match Report,
272,Regular season,25.0,Sat,2019-02-16,20:00,Monaco,1.3,1–0,0.3,Nantes,7557.0,Stade Louis II.,Olivier Thual,Match Report,
273,Regular season,25.0,Sun,2019-02-17,15:00,Lille,1.1,0–0,0.7,Montpellier,36967.0,Stade Pierre-Mauroy,Ruddy Buquet,Match Report,
274,Regular season,25.0,Sun,2019-02-17,15:00,Bordeaux,0.7,2–1,2.3,Toulouse,19332.0,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,Match Report,
275,Regular season,25.0,Sun,2019-02-17,15:00,Caen,0.5,0–0,0.7,Strasbourg,14290.0,Stade Michel d'Ornano,Thomas Léonard,Match Report,
276,Regular season,25.0,Sun,2019-02-17,17:00,Reims,0.7,2–0,0.4,Rennes,14792.0,Stade Auguste-Delaune II,Florent Batta,Match Report,
277,Regular season,25.0,Sun,2019-02-17,21:00,Saint-Étienne,0.6,0–1,1.5,Paris S-G,39652.0,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
278,,,,,,,,,,,,,,,
279,Regular season,23.0,Wed,2019-02-20,19:00,Bordeaux,1.1,0–0,1.5,Guingamp,14527.0,Stade Matmut-Atlantique,Willy Delajod,Match Report,
280,,,,,,,,,,,,,,,
281,Regular season,17.0,Wed,2019-02-20,21:00,Paris S-G,3.3,5–1,1.0,Montpellier,47198.0,Parc des Princes,François Letexier,Match Report,
282,,,,,,,,,,,,,,,
283,Regular season,26.0,Fri,2019-02-22,19:00,Dijon,0.5,0–1,1.1,Saint-Étienne,13511.0,Stade Gaston Gérard,Karim Abed,Match Report,
284,Regular season,26.0,Fri,2019-02-22,20:45,Strasbourg,0.5,1–1,1.1,Lille,25303.0,Stade de la Meinau,Clément Turpin,Match Report,
285,Regular season,26.0,Sat,2019-02-23,17:00,Paris S-G,3.9,3–0,0.6,Nîmes,47377.0,Parc des Princes,Amaury Delerue,Match Report,
286,Regular season,26.0,Sat,2019-02-23,20:00,Guingamp,0.6,1–0,0.4,Angers,16306.0,Stade du Roudourou,Jérôme Miguelgorry,Match Report,
287,Regular season,26.0,Sat,2019-02-23,20:00,Amiens,1.6,1–0,0.4,Nice,11074.0,Stade de la Licorne,Thomas Léonard,Match Report,
288,Regular season,26.0,Sun,2019-02-24,15:00,Toulouse,1.6,1–1,2.1,Caen,20439.0,Stadium Municipal,François Letexier,Match Report,
289,Regular season,26.0,Sun,2019-02-24,15:00,Montpellier,1.8,2–4,2.1,Reims,11124.0,Stade de la Mosson,Willy Delajod,Match Report,
290,Regular season,26.0,Sun,2019-02-24,15:00,Nantes,1.8,1–0,0.2,Bordeaux,21910.0,Stade de la Beaujoire - Louis Fonteneau,Nicolas Rainville,Match Report,
291,Regular season,26.0,Sun,2019-02-24,17:00,Rennes,1.1,1–1,0.5,Marseille,28014.0,Roazhon Park,Mikael Lesage,Match Report,
292,Regular season,26.0,Sun,2019-02-24,21:00,Monaco,0.7,2–0,1.4,Lyon,10157.0,Stade Louis II.,Benoît Millot,Match Report,
293,,,,,,,,,,,,,,,
294,Regular season,27.0,Sat,2019-03-02,17:00,Caen,0.5,1–2,4.1,Paris S-G,20076.0,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,Match Report,
295,Regular season,27.0,Sat,2019-03-02,20:00,Reims,1.2,2–2,2.3,Amiens,12549.0,Stade Auguste-Delaune II,Franck Schneider,Match Report,
296,Regular season,27.0,Sat,2019-03-02,20:00,Angers,1.1,2–2,1.5,Monaco,11391.0,Stade Raymond Kopa,Antony Gautier,Match Report,
297,Regular season,27.0,Sun,2019-03-03,15:00,Nice,1.4,1–0,0.5,Strasbourg,17479.0,Stade de Nice,Eric Wattellier,Match Report,
298,Regular season,27.0,Sun,2019-03-03,15:00,Lille,0.8,1–0,0.5,Dijon,32722.0,Stade Pierre-Mauroy,Olivier Thual,Match Report,
299,Regular season,27.0,Sun,2019-03-03,15:00,Guingamp,1.0,0–0,1.0,Nantes,15025.0,Stade du Roudourou,Ruddy Buquet,Match Report,
300,Regular season,27.0,Sun,2019-03-03,17:00,Lyon,3.8,5–1,0.4,Toulouse,44881.0,Groupama Stadium,Thomas Léonard,Match Report,
301,Regular season,27.0,Sun,2019-03-03,21:00,Marseille,2.5,2–0,0.4,Saint-Étienne,57337.0,Orange Vélodrome,Clément Turpin,Match Report,
302,Regular season,27.0,Tue,2019-03-05,19:00,Bordeaux,1.2,1–2,1.7,Montpellier,14522.0,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
303,,,,,,,,,,,,,,,
304,Regular season,28.0,Sat,2019-03-09,17:00,Strasbourg,0.9,2–2,3.9,Lyon,25463.0,Stade de la Meinau,Jérôme Miguelgorry,Match Report,
305,Regular season,28.0,Sat,2019-03-09,20:00,Monaco,0.8,1–1,1.6,Bordeaux,8042.0,Stade Louis II.,François Letexier,Match Report,
306,Regular season,28.0,Sat,2019-03-09,20:00,Dijon,0.9,1–1,3.0,Reims,12317.0,Stade Gaston Gérard,Florent Batta,Match Report,
307,Regular season,28.0,Sat,2019-03-09,20:00,Amiens,2.3,2–1,1.0,Nîmes,10523.0,Stade de la Licorne,Willy Delajod,Match Report,
308,Regular season,28.0,Sun,2019-03-10,15:00,Saint-Étienne,0.3,0–1,1.8,Lille,26648.0,Stade Geoffroy-Guichard,Mikael Lesage,Match Report,
309,Regular season,28.0,Sun,2019-03-10,15:00,Montpellier,1.3,2–2,1.5,Angers,10931.0,Stade de la Mosson,Karim Abed,Match Report,
310,Regular season,28.0,Sun,2019-03-10,15:00,Toulouse,1.6,1–0,0.5,Guingamp,19802.0,Stadium Municipal,Jérôme Brisard,Match Report,
311,Regular season,28.0,Sun,2019-03-10,17:00,Rennes,2.0,3–1,0.3,Caen,23676.0,Roazhon Park,Benoît Millot,Match Report,
312,Regular season,28.0,Sun,2019-03-10,21:00,Marseille,0.7,1–0,0.4,Nice,50935.0,Orange Vélodrome,Benoît Bastien,Match Report,
313,,,,,,,,,,,,,,,
314,Regular season,18.0,Tue,2019-03-12,19:00,Dijon,0.4,0–4,2.4,Paris S-G,15117.0,Stade Gaston Gérard,Jérôme Miguelgorry,Match Report,
315,,,,,,,,,,,,,,,
316,Regular season,29.0,Fri,2019-03-15,19:00,Nice,0.7,1–1,1.3,Toulouse,14402.0,Stade de Nice,Olivier Thual,Match Report,
317,Regular season,29.0,Fri,2019-03-15,20:45,Lille,1.8,0–1,1.6,Monaco,37724.0,Stade Pierre-Mauroy,Hakim Ben El Hadj Salem,Match Report,
318,Regular season,29.0,Sat,2019-03-16,20:00,Guingamp,1.4,1–0,0.5,Dijon,15834.0,Stade du Roudourou,Mikael Lesage,Match Report,
319,Regular season,29.0,Sat,2019-03-16,20:00,Caen,0.1,0–5,1.9,Saint-Étienne,18276.0,Stade Michel d'Ornano,Florent Batta,Match Report,
320,Regular season,29.0,Sat,2019-03-16,20:00,Nîmes,2.4,2–2,0.7,Strasbourg,13114.0,Stade des Costières,Amaury Delerue,Match Report,
321,Regular season,29.0,Sat,2019-03-16,20:00,Angers,1.4,0–0,0.7,Amiens,10427.0,Stade Raymond Kopa,Benoît Millot,Match Report,
322,Regular season,29.0,Sun,2019-03-17,14:30,Lyon,2.7,3–2,0.6,Montpellier,47134.0,Groupama Stadium,Clément Turpin,Match Report,
323,Regular season,29.0,Sun,2019-03-17,15:00,Reims,0.7,1–0,0.3,Nantes,14806.0,Stade Auguste-Delaune II,Johan Hamel,Match Report,
324,Regular season,29.0,Sun,2019-03-17,17:00,Bordeaux,1.7,1–1,0.7,Rennes,19807.0,Stade Matmut-Atlantique,Eric Wattellier,Match Report,
325,Regular season,29.0,Sun,2019-03-17,21:00,Paris S-G,1.3,3–1,0.3,Marseille,47647.0,Parc des Princes,Antony Gautier,Match Report,
326,,,,,,,,,,,,,,,
327,Regular season,30.0,Fri,2019-03-29,20:45,Rennes,1.3,0–1,1.9,Lyon,27094.0,Roazhon Park,Antony Gautier,Match Report,
328,Regular season,30.0,Sat,2019-03-30,17:00,Marseille,1.3,2–2,2.2,Angers,53507.0,Orange Vélodrome,Jérôme Miguelgorry,Match Report,
329,Regular season,30.0,Sun,2019-03-31,15:00,Amiens,1.0,0–0,0.6,Bordeaux,11765.0,Stade de la Licorne,Mikael Lesage,Match Report,
330,Regular season,30.0,Sun,2019-03-31,15:00,Monaco,1.9,0–1,0.8,Caen,7031.0,Stade Louis II.,Ruddy Buquet,Match Report,
331,Regular season,30.0,Sun,2019-03-31,15:00,Dijon,0.8,0–1,0.9,Nice,12345.0,Stade Gaston Gérard,Nicolas Rainville,Match Report,
332,Regular season,30.0,Sun,2019-03-31,17:00,Nantes,2.0,2–3,2.5,Lille,25045.0,Stade de la Beaujoire - Louis Fonteneau,Willy Delajod,Match Report,
333,Regular season,30.0,Sun,2019-03-31,21:00,Toulouse,1.1,0–1,1.5,Paris S-G,27147.0,Stadium Municipal,Amaury Delerue,Match Report,
334,Regular season,30.0,Mon,2019-04-01,20:30,Saint-Étienne,2.2,2–1,1.5,Nîmes,22595.0,Stade Geoffroy-Guichard,Karim Abed,Match Report,
335,Regular season,30.0,Wed,2019-04-03,19:00,Montpellier,2.2,2–0,0.5,Guingamp,11187.0,Stade de la Mosson,Franck Schneider,Match Report,
336,Regular season,30.0,Wed,2019-04-03,19:00,Strasbourg,2.4,4–0,1.2,Reims,25081.0,Stade de la Meinau,Jeremy Stinat,Match Report,
337,,,,,,,,,,,,,,,
338,Regular season,31.0,Fri,2019-04-05,20:45,Bordeaux,1.5,2–0,1.6,Marseille,34152.0,Stade Matmut-Atlantique,Hakim Ben El Hadj Salem,Match Report,
339,Regular season,31.0,Sat,2019-04-06,17:00,Lyon,3.1,1–3,1.0,Dijon,52431.0,Groupama Stadium,Johan Hamel,Match Report,
340,Regular season,31.0,Sat,2019-04-06,20:00,Nîmes,1.1,2–0,0.2,Caen,12183.0,Stade des Costières,Olivier Thual,Match Report,
341,Regular season,31.0,Sat,2019-04-06,20:00,Guingamp,0.6,1–1,2.1,Monaco,13997.0,Stade du Roudourou,Benoît Bastien,Match Report,
342,Regular season,31.0,Sat,2019-04-06,20:00,Angers,1.6,3–3,2.2,Rennes,12378.0,Stade Raymond Kopa,Nicolas Rainville,Match Report,
343,Regular season,31.0,Sat,2019-04-06,20:00,Amiens,1.1,2–2,2.5,Saint-Étienne,11832.0,Stade de la Licorne,Eric Wattellier,Match Report,
344,Regular season,31.0,Sun,2019-04-07,15:00,Reims,1.0,1–1,1.0,Lille,18642.0,Stade Auguste-Delaune II,Jérôme Brisard,Match Report,
345,Regular season,31.0,Sun,2019-04-07,15:00,Toulouse,2.8,1–0,0.8,Nantes,16264.0,Stadium Municipal,Florent Batta,Match Report,
346,Regular season,31.0,Sun,2019-04-07,17:00,Nice,1.7,1–0,0.7,Montpellier,17980.0,Stade de Nice,Ruddy Buquet,Match Report,
347,Regular season,31.0,Sun,2019-04-07,21:00,Paris S-G,3.4,2–2,0.6,Strasbourg,47419.0,Parc des Princes,Thomas Léonard,Match Report,
348,,,,,,,,,,,,,,,
349,Regular season,27.0,Tue,2019-04-09,19:00,Nîmes,1.7,3–1,0.6,Rennes,13142.0,Stade des Costières,Florent Batta,Match Report,
350,,,,,,,,,,,,,,,
351,Regular season,32.0,Fri,2019-04-12,19:00,Dijon,1.4,0–0,0.2,Amiens,12532.0,Stade Gaston Gérard,Karim Abed,Match Report,
352,Regular season,32.0,Fri,2019-04-12,20:45,Nantes,1.0,2–1,1.3,Lyon,25050.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Brisard,Match Report,
353,Regular season,32.0,Sat,2019-04-13,17:00,Marseille,1.0,2–1,1.1,Nîmes,62614.0,Orange Vélodrome,Franck Schneider,Match Report,
354,Regular season,32.0,Sat,2019-04-13,20:00,Caen,0.7,0–1,2.0,Angers,17175.0,Stade Michel d'Ornano,Jeremy Stinat,Match Report,
355,Regular season,32.0,Sat,2019-04-13,20:00,Monaco,1.9,0–0,0.7,Reims,7094.0,Stade Louis II.,Willy Delajod,Match Report,
356,Regular season,32.0,Sat,2019-04-13,20:00,Strasbourg,1.7,3–3,1.9,Guingamp,25190.0,Stade de la Meinau,Antony Gautier,Match Report,
357,Regular season,32.0,Sun,2019-04-14,15:00,Rennes,1.4,0–0,0.5,Nice,23706.0,Roazhon Park,Mikael Lesage,Match Report,
358,Regular season,32.0,Sun,2019-04-14,15:00,Montpellier,1.9,2–1,0.3,Toulouse,11986.0,Stade de la Mosson,Benoît Millot,Match Report,
359,Regular season,32.0,Sun,2019-04-14,17:00,Saint-Étienne,1.9,3–0,0.3,Bordeaux,33935.0,Stade Geoffroy-Guichard,Ruddy Buquet,Match Report,
360,Regular season,32.0,Sun,2019-04-14,21:00,Lille,1.7,5–1,1.3,Paris S-G,49712.0,Stade Pierre-Mauroy,Benoît Bastien,Match Report,
361,,,,,,,,,,,,,,,
362,Regular season,28.0,Wed,2019-04-17,19:00,Nantes,1.8,3–2,0.6,Paris S-G,34471.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
363,,,,,,,,,,,,,,,
364,Regular season,33.0,Fri,2019-04-19,19:00,Dijon,1.3,3–2,0.8,Rennes,12751.0,Stade Gaston Gérard,Olivier Thual,Match Report,
365,Regular season,33.0,Fri,2019-04-19,20:45,Lyon,3.0,2–1,0.8,Angers,43917.0,Groupama Stadium,Benoît Millot,Match Report,
366,Regular season,33.0,Sat,2019-04-20,17:00,Guingamp,1.4,1–3,1.9,Marseille,18164.0,Stade du Roudourou,Mikael Lesage,Match Report,
367,Regular season,33.0,Sat,2019-04-20,20:00,Strasbourg,0.4,1–3,2.5,Montpellier,25192.0,Stade de la Meinau,François Letexier,Match Report,
368,Regular season,33.0,Sat,2019-04-20,20:00,Nice,2.6,0–1,0.9,Caen,17092.0,Stade de Nice,Jérôme Miguelgorry,Match Report,
369,Regular season,33.0,Sat,2019-04-20,20:00,Nîmes,1.3,2–1,1.1,Bordeaux,17092.0,Stade des Costières,Florent Batta,Match Report,
370,Regular season,33.0,Sun,2019-04-21,15:00,Nantes,1.2,3–2,0.4,Amiens,19253.0,Stade de la Beaujoire - Louis Fonteneau,Thomas Léonard,Match Report,
371,Regular season,33.0,Sun,2019-04-21,15:00,Toulouse,0.6,0–0,1.2,Lille,15002.0,Stadium Municipal,Nicolas Rainville,Match Report,
372,Regular season,33.0,Sun,2019-04-21,17:00,Reims,0.6,0–2,1.8,Saint-Étienne,19102.0,Stade Auguste-Delaune II,Amaury Delerue,Match Report,
373,Regular season,33.0,Sun,2019-04-21,21:00,Paris S-G,2.4,3–1,1.0,Monaco,43581.0,Parc des Princes,Clément Turpin,Match Report,
374,,,,,,,,,,,,,,,
375,Regular season,34.0,Fri,2019-04-26,20:45,Bordeaux,1.0,2–3,2.4,Lyon,27455.0,Stade Matmut-Atlantique,Benoît Bastien,Match Report,
376,Regular season,34.0,Sun,2019-04-28,15:00,Angers,0.7,1–1,0.3,Reims,11464.0,Stade Raymond Kopa,Karim Abed,Match Report,
377,Regular season,34.0,Sun,2019-04-28,15:00,Caen,1.7,1–0,0.9,Dijon,19004.0,Stade Michel d'Ornano,Antony Gautier,Match Report,
378,Regular season,34.0,Sun,2019-04-28,15:00,Nice,2.1,3–0,0.8,Guingamp,16379.0,Stade de Nice,Hakim Ben El Hadj Salem,Match Report,
379,Regular season,34.0,Sun,2019-04-28,15:00,Lille,2.4,5–0,0.9,Nîmes,36356.0,Stade Pierre-Mauroy,Amaury Delerue,Match Report,
