,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
380,Regular season,34.0,Sun,2019-04-28,15:00,Amiens,0.5,0–0,0.3,Strasbourg,11833.0,Stade de la Licorne,Stéphanie Frappart,Match Report,
381,Regular season,34.0,Sun,2019-04-28,17:00,Saint-Étienne,1.6,2–0,1.8,Toulouse,28203.0,Stade Geoffroy-Guichard,Jeremy Stinat,Match Report,
382,Regular season,34.0,Sun,2019-04-28,21:00,Marseille,1.5,1–2,1.1,Nantes,51969.0,Orange Vélodrome,Johan Hamel,Match Report,
383,Regular season,34.0,Tue,2019-04-30,19:00,Montpellier,2.1,3–2,1.2,Paris S-G,20477.0,Stade de la Mosson,Mikael Lesage,Match Report,
384,Regular season,34.0,Wed,2019-05-01,19:00,Rennes,1.8,2–2,1.1,Monaco,28285.0,Roazhon Park,Eric Wattellier,Match Report,
385,,,,,,,,,,,,,,,
386,Regular season,35.0,Fri,2019-05-03,20:45,Strasbourg,1.1,1–1,1.6,Marseille,25962.0,Stade de la Meinau,Jérôme Miguelgorry,Match Report,
387,Regular season,35.0,Sat,2019-05-04,17:00,Paris S-G,2.5,1–1,1.1,Nice,47283.0,Parc des Princes,Franck Schneider,Match Report,
388,Regular season,35.0,Sat,2019-05-04,20:00,Bordeaux,0.6,0–1,0.8,Angers,18584.0,Stade Matmut-Atlantique,Nicolas Rainville,Match Report,
389,Regular season,35.0,Sat,2019-05-04,20:00,Reims,0.4,0–3,2.0,Nîmes,13314.0,Stade Auguste-Delaune II,Thomas Léonard,Match Report,
390,Regular season,35.0,Sat,2019-05-04,20:00,Guingamp,0.5,0–0,0.0,Caen,16879.0,Stade du Roudourou,Jérôme Brisard,Match Report,
391,Regular season,35.0,Sun,2019-05-05,15:00,Montpellier,0.9,1–1,0.2,Amiens,14330.0,Stade de la Mosson,Olivier Thual,Match Report,
392,Regular season,35.0,Sun,2019-05-05,15:00,Nantes,1.9,3–0,0.8,Dijon,19482.0,Stade de la Beaujoire - Louis Fonteneau,Benoît Bastien,Match Report,
393,Regular season,35.0,Sun,2019-05-05,15:00,Toulouse,2.3,2–2,1.9,Rennes,16794.0,Stadium Municipal,Willy Delajod,Match Report,
394,Regular season,35.0,Sun,2019-05-05,17:00,Monaco,2.2,2–3,0.7,Saint-Étienne,9047.0,Stade Louis II.,Benoît Millot,Match Report,
395,Regular season,35.0,Sun,2019-05-05,21:00,Lyon,1.7,2–2,1.8,Lille,56642.0,Groupama Stadium,Clément Turpin,Match Report,
396,,,,,,,,,,,,,,,
397,Regular season,36.0,Fri,2019-05-10,20:45,Saint-Étienne,1.2,0–1,1.5,Montpellier,35644.0,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
398,Regular season,36.0,Sat,2019-05-11,17:00,Angers,2.4,1–2,0.8,Paris S-G,14728.0,Stade Raymond Kopa,Florent Batta,Match Report,
399,Regular season,36.0,Sat,2019-05-11,20:00,Amiens,0.9,0–0,0.4,Toulouse,11684.0,Stade de la Licorne,François Letexier,Match Report,
400,Regular season,36.0,Sat,2019-05-11,20:00,Caen,1.0,3–2,1.7,Reims,18339.0,Stade Michel d'Ornano,Johan Hamel,Match Report,
401,Regular season,36.0,Sat,2019-05-11,20:00,Nice,1.8,1–1,2.1,Nantes,16372.0,Stade de Nice,Stéphanie Frappart,Match Report,
402,Regular season,36.0,Sat,2019-05-11,20:00,Dijon,1.4,2–1,2.0,Strasbourg,13105.0,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Match Report,
403,Regular season,36.0,Sat,2019-05-11,20:00,Nîmes,1.9,1–0,0.9,Monaco,14811.0,Stade des Costières,Jeremy Stinat,Match Report,
404,Regular season,36.0,Sun,2019-05-12,15:00,Rennes,1.1,1–1,2.7,Guingamp,26119.0,Roazhon Park,Karim Abed,Match Report,
405,Regular season,36.0,Sun,2019-05-12,17:00,Lille,1.1,1–0,0.6,Bordeaux,41413.0,Stade Pierre-Mauroy,Mikael Lesage,Match Report,
406,Regular season,36.0,Sun,2019-05-12,21:00,Marseille,1.6,0–3,1.6,Lyon,61707.0,Orange Vélodrome,Ruddy Buquet,Match Report,
407,,,,,,,,,,,,,,,
408,Regular season,37.0,Sat,2019-05-18,21:00,Monaco,1.1,2–0,0.7,Amiens,10188.0,Stade Louis II.,Clément Turpin,Match Report,
409,Regular season,37.0,Sat,2019-05-18,21:00,Strasbourg,1.9,0–2,0.8,Rennes,25086.0,Stade de la Meinau,Thomas Léonard,Match Report,
410,Regular season,37.0,Sat,2019-05-18,21:00,Toulouse,2.0,2–5,2.1,Marseille,24293.0,Stadium Municipal,Franck Schneider,Match Report,
411,Regular season,37.0,Sat,2019-05-18,21:00,Saint-Étienne,2.0,3–0,1.4,Nice,36759.0,Stade Geoffroy-Guichard,Antony Gautier,Match Report,
412,Regular season,37.0,Sat,2019-05-18,21:00,Bordeaux,0.8,0–1,1.5,Reims,14247.0,Stade Matmut-Atlantique,Eric Wattellier,Match Report,
413,Regular season,37.0,Sat,2019-05-18,21:00,Lyon,3.1,4–0,0.3,Caen,51408.0,Groupama Stadium,Amaury Delerue,Match Report,
414,Regular season,37.0,Sat,2019-05-18,21:00,Lille,2.8,5–0,1.4,Angers,42704.0,Stade Pierre-Mauroy,François Letexier,Match Report,
415,Regular season,37.0,Sat,2019-05-18,21:00,Paris S-G,3.6,4–0,0.8,Dijon,47532.0,Parc des Princes,Jérôme Brisard,Match Report,
416,Regular season,37.0,Sat,2019-05-18,21:00,Montpellier,0.7,1–1,1.0,Nantes,16063.0,Stade de la Mosson,Ruddy Buquet,Match Report,
417,Regular season,37.0,Sat,2019-05-18,21:00,Guingamp,2.9,2–2,1.8,Nîmes,12096.0,Stade du Roudourou,Jérôme Miguelgorry,Match Report,
418,,,,,,,,,,,,,,,
419,Regular season,38.0,Fri,2019-05-24,21:05,Nantes,1.7,0–1,0.9,Strasbourg,30636.0,Stade de la Beaujoire - Louis Fonteneau,Karim Abed,Match Report,
420,Regular season,38.0,Fri,2019-05-24,21:05,Nîmes,1.5,2–3,1.4,Lyon,14986.0,Stade des Costières,François Letexier,Match Report,
421,Regular season,38.0,Fri,2019-05-24,21:05,Marseille,1.3,1–0,1.0,Montpellier,53788.0,Orange Vélodrome,Antony Gautier,Match Report,
422,Regular season,38.0,Fri,2019-05-24,21:05,Dijon,1.1,2–1,0.4,Toulouse,14050.0,Stade Gaston Gérard,Mikael Lesage,Match Report,
423,Regular season,38.0,Fri,2019-05-24,21:05,Reims,0.9,3–1,1.9,Paris S-G,20299.0,Stade Auguste-Delaune II,Nicolas Rainville,Match Report,
424,Regular season,38.0,Fri,2019-05-24,21:05,Angers,2.1,1–1,1.6,Saint-Étienne,16011.0,Stade Raymond Kopa,Johan Hamel,Match Report,
425,Regular season,38.0,Fri,2019-05-24,21:05,Amiens,2.4,2–1,1.1,Guingamp,11932.0,Stade de la Licorne,Amaury Delerue,Match Report,
426,Regular season,38.0,Fri,2019-05-24,21:05,Nice,1.4,2–0,1.6,Monaco,23356.0,Stade de Nice,Ruddy Buquet,Match Report,
427,Regular season,38.0,Fri,2019-05-24,21:05,Rennes,2.2,3–1,1.0,Lille,28185.0,Roazhon Park,Olivier Thual,Match Report,
428,Regular season,38.0,Fri,2019-05-24,21:05,Caen,1.1,0–1,1.8,Bordeaux,19355.0,Stade Michel d'Ornano,Clément Turpin,Match Report,
429,,,,,,,,,,,,,,,
430,French 1/2 Relegation/Promotion Playoffs,,Thu,2019-05-30,20:45,Lens,,1–1,,Dijon,37355.0,Stade Bollaert-Delelis,,Match Report,Leg 1 of 2
431,French 1/2 Relegation/Promotion Playoffs,,Sun,2019-06-02,21:00,Dijon,,3–1,,Lens,15367.0,Stade Gaston Gérard,,Match Report,Leg 2 of 2; Dijon won
