,Round,Wk,Day,Date,Time,Home,xG,Score,xG.1,Away,Attendance,Venue,Referee,Match Report,Notes
18,Regular season,2.0,Sun,2017-08-13,15:00,Strasbourg,3.1,3–0,0.9,Lille,25591.0,Stade de la Meinau,Johan Hamel,Match Report,
19,Regular season,2.0,Sun,2017-08-13,17:00,Dijon,1.1,1–4,1.6,Monaco,14295.0,Stade Gaston Gérard,Tony Chapron,Match Report,
20,Regular season,2.0,Sun,2017-08-13,21:00,Guingamp,0.1,0–3,2.0,Paris S-G,18378.0,Stade du Roudourou,Antony Gautier,Match Report,
21,,,,,,,,,,,,,,,
22,Regular season,3.0,Fri,2017-08-18,20:45,Metz,0.8,0–1,2.2,Monaco,18136.0,Stade Saint-Symphorien,François Letexier,Match Report,
23,Regular season,3.0,Sat,2017-08-19,17:00,Lyon,0.7,3–3,0.9,Bordeaux,42073.0,Groupama Stadium,Clément Turpin,Match Report,
24,Regular season,3.0,Sat,2017-08-19,20:00,Montpellier,1.8,1–1,0.6,Strasbourg,12585.0,Stade de la Mosson,Hakim Ben El Hadj Salem,Match Report,
25,Regular season,3.0,Sat,2017-08-19,20:00,Troyes,0.8,0–1,0.9,Nantes,11035.0,Stade de l'Aube,Sébastien Desiage,Match Report,
26,Regular season,3.0,Sat,2017-08-19,20:00,Nice,1.0,2–0,0.5,Guingamp,21070.0,Stade de Nice,Benoît Millot,Match Report,
27,Regular season,3.0,Sat,2017-08-19,20:00,Saint-Étienne,2.9,3–0,1.2,Amiens,30004.0,Stade Geoffroy-Guichard,Jérôme Brisard,Match Report,
28,Regular season,3.0,Sat,2017-08-19,20:00,Rennes,1.2,2–2,1.4,Dijon,16888.0,Roazhon Park,Thomas Léonard,Match Report,
29,Regular season,3.0,Sun,2017-08-20,15:00,Lille,0.7,0–2,1.8,Caen,28740.0,Stade Pierre-Mauroy,Karim Abed,Match Report,
30,Regular season,3.0,Sun,2017-08-20,17:00,Marseille,1.3,1–1,0.6,Angers,51966.0,Orange Vélodrome,Jérôme Miguelgorry,Match Report,
31,Regular season,3.0,Sun,2017-08-20,21:00,Paris S-G,2.6,6–2,0.5,Toulouse,47221.0,Parc des Princes,Amaury Delerue,Match Report,
32,,,,,,,,,,,,,,,
33,Regular season,4.0,Fri,2017-08-25,20:45,Paris S-G,2.2,3–0,0.7,Saint-Étienne,46957.0,Parc des Princes,Clément Turpin,Match Report,
34,Regular season,4.0,Sat,2017-08-26,17:15,Nantes,0.3,0–0,1.1,Lyon,30718.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
35,Regular season,4.0,Sat,2017-08-26,20:00,Toulouse,2.2,3–2,1.3,Rennes,10651.0,Stadium Municipal,Franck Schneider,Match Report,
36,Regular season,4.0,Sat,2017-08-26,20:00,Bordeaux,2.5,2–1,0.7,Troyes,19002.0,Stade Matmut-Atlantique,Tony Chapron,Match Report,
37,Regular season,4.0,Sat,2017-08-26,20:00,Amiens,1.3,3–0,0.4,Nice,7922.0,Stade de la Licorne,Johan Hamel,Match Report,
38,Regular season,4.0,Sat,2017-08-26,20:00,Dijon,1.3,2–1,1.5,Montpellier,10902.0,Stade Gaston Gérard,Stéphane Jochem,Match Report,
39,Regular season,4.0,Sat,2017-08-26,20:00,Caen,1.3,1–0,0.8,Metz,15697.0,Stade Michel d'Ornano,Jérôme Brisard,Match Report,
40,Regular season,4.0,Sun,2017-08-27,15:00,Guingamp,1.8,2–0,0.8,Strasbourg,13061.0,Stade du Roudourou,Mikael Lesage,Match Report,
41,Regular season,4.0,Sun,2017-08-27,17:00,Angers,0.8,1–1,0.8,Lille,10284.0,Stade Raymond Kopa,Nicolas Rainville,Match Report,
42,Regular season,4.0,Sun,2017-08-27,21:00,Monaco,3.8,6–1,1.5,Marseille,16353.0,Stade Louis II.,Ruddy Buquet,Match Report,
43,,,,,,,,,,,,,,,
44,Regular season,5.0,Fri,2017-09-08,19:00,Lille,0.4,0–0,1.0,Bordeaux,27464.0,Stade Pierre-Mauroy,François Letexier,Match Report,
45,Regular season,5.0,Fri,2017-09-08,20:45,Metz,1.2,1–5,4.8,Paris S-G,25015.0,Stade Saint-Symphorien,Sébastien Desiage,Match Report,
46,Regular season,5.0,Sat,2017-09-09,17:00,Nice,2.7,4–0,0.9,Monaco,28995.0,Stade de Nice,Clément Turpin,Match Report,
47,Regular season,5.0,Sat,2017-09-09,20:00,Strasbourg,0.5,0–1,0.4,Amiens,23424.0,Stade de la Meinau,Jérôme Brisard,Match Report,
48,Regular season,5.0,Sat,2017-09-09,20:00,Caen,1.5,2–1,0.6,Dijon,15328.0,Stade Michel d'Ornano,Thomas Léonard,Match Report,
49,Regular season,5.0,Sat,2017-09-09,20:00,Troyes,0.6,0–0,0.3,Toulouse,1060.0,Stade de l'Aube,Hakim Ben El Hadj Salem,Match Report,
50,Regular season,5.0,Sat,2017-09-09,20:00,Montpellier,0.5,0–1,0.7,Nantes,10298.0,Stade de la Mosson,Jérôme Miguelgorry,Match Report,
51,Regular season,5.0,Sun,2017-09-10,15:00,Saint-Étienne,0.7,1–1,2.4,Angers,29740.0,Stade Geoffroy-Guichard,Karim Abed,Match Report,
52,Regular season,5.0,Sun,2017-09-10,17:00,Lyon,0.8,2–1,1.0,Guingamp,36697.0,Groupama Stadium,Benoît Millot,Match Report,
53,Regular season,5.0,Sun,2017-09-10,21:00,Marseille,1.5,1–3,2.1,Rennes,40343.0,Orange Vélodrome,Amaury Delerue,Match Report,
54,,,,,,,,,,,,,,,
55,Regular season,6.0,Fri,2017-09-15,20:45,Toulouse,1.2,0–1,0.8,Bordeaux,13616.0,Stadium Municipal,Clément Turpin,Match Report,
56,Regular season,6.0,Sat,2017-09-16,17:00,Monaco,2.5,3–0,0.9,Strasbourg,8310.0,Stade Louis II.,Johan Hamel,Match Report,
57,Regular season,6.0,Sat,2017-09-16,20:00,Guingamp,1.6,1–0,0.5,Lille,11901.0,Stade du Roudourou,Jérôme Brisard,Match Report,
58,Regular season,6.0,Sat,2017-09-16,20:00,Troyes,0.7,0–1,1.1,Montpellier,11970.0,Stade de l'Aube,Amaury Delerue,Match Report,
59,Regular season,6.0,Sat,2017-09-16,20:00,Nantes,0.4,1–0,0.3,Caen,20245.0,Stade de la Beaujoire - Louis Fonteneau,Olivier Thual,Match Report,
60,Regular season,6.0,Sat,2017-09-16,20:00,Dijon,1.9,0–1,1.4,Saint-Étienne,13820.0,Stade Gaston Gérard,Benoît Bastien,Match Report,
61,Regular season,6.0,Sun,2017-09-17,15:00,Amiens,0.5,0–2,1.5,Marseille,11698.0,Stade de la Licorne,Mikael Lesage,Match Report,
62,Regular season,6.0,Sun,2017-09-17,17:00,Angers,2.2,0–1,1.9,Metz,9163.0,Stade Raymond Kopa,Stéphane Jochem,Match Report,
63,Regular season,6.0,Sun,2017-09-17,17:00,Rennes,1.0,0–1,0.7,Nice,24892.0,Roazhon Park,Nicolas Rainville,Match Report,
64,Regular season,6.0,Sun,2017-09-17,21:00,Paris S-G,2.0,2–0,0.8,Lyon,47191.0,Parc des Princes,Ruddy Buquet,Match Report,
65,,,,,,,,,,,,,,,
66,Regular season,7.0,Fri,2017-09-22,19:00,Nice,2.1,2–2,1.5,Angers,18023.0,Stade de Nice,François Letexier,Match Report,
67,Regular season,7.0,Fri,2017-09-22,20:45,Lille,1.2,0–4,2.7,Monaco,34146.0,Stade Pierre-Mauroy,Franck Schneider,Match Report,
68,Regular season,7.0,Sat,2017-09-23,17:00,Montpellier,0.2,0–0,0.8,Paris S-G,20975.0,Stade de la Mosson,Clément Turpin,Match Report,
69,Regular season,7.0,Sat,2017-09-23,20:00,Lyon,3.5,3–3,1.5,Dijon,33600.0,Groupama Stadium,Antony Gautier,Match Report,
70,Regular season,7.0,Sat,2017-09-23,20:00,Bordeaux,2.7,3–1,1.4,Guingamp,20603.0,Stade Matmut-Atlantique,Benoît Bastien,Match Report,
71,Regular season,7.0,Sat,2017-09-23,20:00,Caen,1.8,1–0,0.0,Amiens,16212.0,Stade Michel d'Ornano,Hakim Ben El Hadj Salem,Match Report,
72,Regular season,7.0,Sat,2017-09-23,20:00,Metz,1.1,0–1,0.6,Troyes,15491.0,Stade Saint-Symphorien,Karim Abed,Match Report,
73,Regular season,7.0,Sun,2017-09-24,15:00,Saint-Étienne,1.8,2–2,1.4,Rennes,31043.0,Stade Geoffroy-Guichard,Jérôme Miguelgorry,Match Report,
74,Regular season,7.0,Sun,2017-09-24,17:00,Strasbourg,1.5,1–2,0.5,Nantes,23408.0,Stade de la Meinau,Sébastien Desiage,Match Report,
75,Regular season,7.0,Sun,2017-09-24,21:00,Marseille,2.7,2–0,0.7,Toulouse,39501.0,Orange Vélodrome,Benoît Millot,Match Report,
76,,,,,,,,,,,,,,,
77,Regular season,8.0,Fri,2017-09-29,20:45,Monaco,0.9,1–1,1.1,Montpellier,7053.0,Stade Louis II.,Tony Chapron,Match Report,
78,Regular season,8.0,Sat,2017-09-30,17:00,Paris S-G,2.0,6–2,2.1,Bordeaux,47537.0,Parc des Princes,François Letexier,Match Report,
79,Regular season,8.0,Sat,2017-09-30,20:00,Guingamp,1.0,1–1,0.7,Toulouse,13196.0,Stade du Roudourou,Ruddy Buquet,Match Report,
80,Regular season,8.0,Sat,2017-09-30,20:00,Nantes,1.9,1–0,1.4,Metz,22104.0,Stade de la Beaujoire - Louis Fonteneau,Johan Hamel,Match Report,
81,Regular season,8.0,Sat,2017-09-30,20:00,Rennes,0.6,0–1,1.5,Caen,18689.0,Roazhon Park,Amaury Delerue,Match Report,
82,Regular season,8.0,Sat,2017-09-30,20:00,Dijon,1.6,1–1,0.8,Strasbourg,11577.0,Stade Gaston Gérard,Olivier Thual,Match Report,
83,Regular season,8.0,Sun,2017-10-01,15:00,Troyes,0.8,2–1,1.2,Saint-Étienne,11823.0,Stade de l'Aube,Nicolas Rainville,Match Report,
84,Regular season,8.0,Sun,2017-10-01,17:00,Angers,1.1,3–3,1.4,Lyon,11432.0,Stade Raymond Kopa,Mikael Lesage,Match Report,
85,Regular season,8.0,Sun,2017-10-01,21:00,Nice,2.0,2–4,2.6,Marseille,32702.0,Stade de Nice,Benoît Bastien,Match Report,
86,,,,,,,,,,,,,,,
87,Regular season,9.0,Fri,2017-10-13,20:45,Lyon,1.7,3–2,1.7,Monaco,43295.0,Groupama Stadium,Benoît Bastien,Match Report,
88,Regular season,9.0,Sat,2017-10-14,17:00,Dijon,0.9,1–2,2.2,Paris S-G,15160.0,Stade Gaston Gérard,Jérôme Miguelgorry,Match Report,
89,Regular season,9.0,Sat,2017-10-14,20:00,Toulouse,1.2,1–0,0.3,Amiens,15308.0,Stadium Municipal,François Letexier,Match Report,
90,Regular season,9.0,Sat,2017-10-14,20:00,Lille,1.3,2–2,1.5,Troyes,29518.0,Stade Pierre-Mauroy,Hakim Ben El Hadj Salem,Match Report,
91,Regular season,9.0,Sat,2017-10-14,20:00,Guingamp,3.2,2–0,0.5,Rennes,15902.0,Stade du Roudourou,Franck Schneider,Match Report,
92,Regular season,9.0,Sat,2017-10-14,20:00,Caen,1.7,0–2,1.8,Angers,16736.0,Stade Michel d'Ornano,Benoît Millot,Match Report,
93,Regular season,9.0,Sat,2017-10-14,20:00,Saint-Étienne,2.2,3–1,0.4,Metz,24613.0,Stade Geoffroy-Guichard,Olivier Thual,Match Report,
94,Regular season,9.0,Sun,2017-10-15,15:00,Bordeaux,1.1,1–1,1.1,Nantes,31048.0,Stade Matmut-Atlantique,Karim Abed,Match Report,
95,Regular season,9.0,Sun,2017-10-15,17:00,Montpellier,1.3,2–0,2.0,Nice,14374.0,Stade de la Mosson,Jérôme Brisard,Match Report,
96,Regular season,9.0,Sun,2017-10-15,21:00,Strasbourg,2.0,3–3,3.1,Marseille,26015.0,Stade de la Meinau,Antony Gautier,Match Report,
97,,,,,,,,,,,,,,,
98,Regular season,10.0,Fri,2017-10-20,20:45,Saint-Étienne,1.5,0–1,1.8,Montpellier,24004.0,Stade Geoffroy-Guichard,Franck Schneider,Match Report,
99,Regular season,10.0,Sat,2017-10-21,17:00,Monaco,2.3,2–0,0.5,Caen,8040.0,Stade Louis II.,Thomas Léonard,Match Report,
100,Regular season,10.0,Sat,2017-10-21,20:00,Rennes,0.7,1–0,0.7,Lille,21852.0,Roazhon Park,Olivier Thual,Match Report,
101,Regular season,10.0,Sat,2017-10-21,20:00,Metz,1.0,1–2,0.5,Dijon,14748.0,Stade Saint-Symphorien,Mikael Lesage,Match Report,
102,Regular season,10.0,Sat,2017-10-21,20:00,Nantes,0.7,2–1,0.9,Guingamp,27711.0,Stade de la Beaujoire - Louis Fonteneau,Amaury Delerue,Match Report,
103,Regular season,10.0,Sat,2017-10-21,20:00,Angers,1.5,0–1,0.2,Toulouse,11001.0,Stade Raymond Kopa,Johan Hamel,Match Report,
104,Regular season,10.0,Sat,2017-10-21,20:00,Amiens,1.1,1–0,1.1,Bordeaux,12297.0,Stade Océane,Sébastien Desiage,Match Report,
105,Regular season,10.0,Sun,2017-10-22,15:00,Nice,1.9,1–2,1.1,Strasbourg,23595.0,Stade de Nice,Nicolas Rainville,Match Report,
106,Regular season,10.0,Sun,2017-10-22,17:00,Troyes,0.4,0–5,2.6,Lyon,14722.0,Stade de l'Aube,François Letexier,Match Report,
107,Regular season,10.0,Sun,2017-10-22,21:00,Marseille,1.2,2–2,0.6,Paris S-G,60410.0,Orange Vélodrome,Ruddy Buquet,Match Report,
108,,,,,,,,,,,,,,,
109,Regular season,11.0,Fri,2017-10-27,20:45,Paris S-G,3.1,3–0,0.3,Nice,47224.0,Parc des Princes,Tony Chapron,Match Report,
110,Regular season,11.0,Sat,2017-10-28,17:00,Bordeaux,1.6,0–2,1.3,Monaco,28831.0,Stade Matmut-Atlantique,Antony Gautier,Match Report,
111,Regular season,11.0,Sat,2017-10-28,20:00,Dijon,0.4,1–0,1.1,Nantes,11764.0,Stade Gaston Gérard,Hakim Ben El Hadj Salem,Match Report,
112,Regular season,11.0,Sat,2017-10-28,20:00,Montpellier,0.9,0–1,0.6,Rennes,11790.0,Stade de la Mosson,Benoît Bastien,Match Report,
113,Regular season,11.0,Sat,2017-10-28,20:00,Guingamp,0.9,1–1,0.3,Amiens,13809.0,Stade du Roudourou,Karim Abed,Match Report,
114,Regular season,11.0,Sat,2017-10-28,20:00,Caen,0.6,1–0,1.1,Troyes,16908.0,Stade Michel d'Ornano,Jérôme Miguelgorry,Match Report,
115,Regular season,11.0,Sat,2017-10-28,20:00,Strasbourg,2.0,2–2,0.7,Angers,25011.0,Stade de la Meinau,Amaury Delerue,Match Report,
116,Regular season,11.0,Sun,2017-10-29,15:00,Lyon,1.1,2–0,0.6,Metz,53921.0,Groupama Stadium,Benoît Millot,Match Report,
117,Regular season,11.0,Sun,2017-10-29,17:00,Toulouse,0.7,0–0,1.0,Saint-Étienne,15062.0,Stadium Municipal,Jérôme Brisard,Match Report,
118,Regular season,11.0,Sun,2017-10-29,21:00,Lille,1.0,0–1,0.8,Marseille,43948.0,Stade Pierre-Mauroy,François Letexier,Match Report,
119,,,,,,,,,,,,,,,
120,Regular season,12.0,Fri,2017-11-03,20:45,Rennes,0.6,1–0,0.4,Bordeaux,24547.0,Roazhon Park,Ruddy Buquet,Match Report,
121,Regular season,12.0,Sat,2017-11-04,17:00,Angers,0.5,0–5,2.5,Paris S-G,12381.0,Stade Raymond Kopa,Benoît Bastien,Match Report,
122,Regular season,12.0,Sat,2017-11-04,20:00,Montpellier,1.0,1–1,0.5,Amiens,10149.0,Stade de la Mosson,Stéphane Jochem,Match Report,
123,Regular season,12.0,Sat,2017-11-04,20:00,Nantes,0.7,2–1,0.8,Toulouse,21390.0,Stade de la Beaujoire - Louis Fonteneau,Antony Gautier,Match Report,
124,Regular season,12.0,Sat,2017-11-04,20:00,Monaco,2.7,6–0,0.5,Guingamp,7066.0,Stade Louis II.,Mikael Lesage,Match Report,
125,Regular season,12.0,Sat,2017-11-04,20:00,Troyes,2.5,3–0,0.7,Strasbourg,10260.0,Stade de l'Aube,Thomas Léonard,Match Report,
126,Regular season,12.0,Sun,2017-11-05,15:00,Nice,1.3,1–0,0.6,Dijon,18987.0,Stade de Nice,Olivier Thual,Match Report,
127,Regular season,12.0,Sun,2017-11-05,17:00,Metz,2.2,0–3,1.5,Lille,12506.0,Stade Saint-Symphorien,Jérôme Brisard,Match Report,
128,Regular season,12.0,Sun,2017-11-05,17:00,Marseille,3.9,5–0,1.0,Caen,47687.0,Orange Vélodrome,Nicolas Rainville,Match Report,
129,Regular season,12.0,Sun,2017-11-05,21:00,Saint-Étienne,1.2,0–5,2.4,Lyon,38993.0,Stade Geoffroy-Guichard,Clément Turpin,Match Report,
130,,,,,,,,,,,,,,,
131,Regular season,13.0,Fri,2017-11-17,19:00,Lille,0.7,3–1,1.4,Saint-Étienne,28019.0,Stade Pierre-Mauroy,Johan Hamel,Match Report,
132,Regular season,13.0,Fri,2017-11-17,20:45,Amiens,1.1,1–1,1.0,Monaco,9198.0,Stade de la Licorne,Jérôme Miguelgorry,Match Report,
133,Regular season,13.0,Sat,2017-11-18,17:00,Paris S-G,1.9,4–1,1.0,Nantes,47680.0,Parc des Princes,Nicolas Rainville,Match Report,
134,Regular season,13.0,Sat,2017-11-18,20:00,Strasbourg,1.3,2–1,0.9,Rennes,22707.0,Stade de la Meinau,Tony Chapron,Match Report,
135,Regular season,13.0,Sat,2017-11-18,20:00,Dijon,1.4,3–1,1.1,Troyes,10227.0,Stade Gaston Gérard,Franck Schneider,Match Report,
136,Regular season,13.0,Sat,2017-11-18,20:00,Guingamp,1.2,1–1,0.5,Angers,13849.0,Stade du Roudourou,Jérôme Brisard,Match Report,
137,Regular season,13.0,Sat,2017-11-18,20:00,Toulouse,2.1,0–0,0.8,Metz,15656.0,Stadium Municipal,Hakim Ben El Hadj Salem,Match Report,
138,Regular season,13.0,Sun,2017-11-19,15:00,Caen,2.0,1–1,1.3,Nice,15144.0,Stade Michel d'Ornano,Sébastien Desiage,Match Report,
139,Regular season,13.0,Sun,2017-11-19,17:00,Lyon,0.7,0–0,0.9,Montpellier,47651.0,Groupama Stadium,Karim Abed,Match Report,
140,Regular season,13.0,Sun,2017-11-19,21:00,Bordeaux,0.4,1–1,1.4,Marseille,37356.0,Stade Matmut-Atlantique,Benoît Millot,Match Report,
141,,,,,,,,,,,,,,,
142,Regular season,8.0,Mon,2017-11-20,19:00,Amiens,1.2,3–0,0.5,Lille,9015.0,Stade de la Licorne,Mikael Lesage,Match Report,
143,,,,,,,,,,,,,,,
144,Regular season,14.0,Fri,2017-11-24,20:45,Saint-Étienne,1.7,2–2,1.6,Strasbourg,21282.0,Stade Geoffroy-Guichard,Benoît Bastien,Match Report,
145,Regular season,14.0,Sat,2017-11-25,17:00,Rennes,1.3,2–1,1.2,Nantes,26151.0,Roazhon Park,Ruddy Buquet,Match Report,
146,Regular season,14.0,Sat,2017-11-25,20:00,Caen,1.0,1–0,1.2,Bordeaux,15275.0,Stade Michel d'Ornano,Karim Abed,Match Report,
147,Regular season,14.0,Sat,2017-11-25,20:00,Troyes,1.2,3–0,0.4,Angers,8906.0,Stade de l'Aube,Hakim Ben El Hadj Salem,Match Report,
148,Regular season,14.0,Sat,2017-11-25,20:00,Dijon,0.9,3–1,1.9,Toulouse,10126.0,Stade Gaston Gérard,Stéphane Jochem,Match Report,
149,Regular season,14.0,Sat,2017-11-25,20:00,Metz,1.5,0–2,1.1,Amiens,15079.0,Stade Saint-Symphorien,Antony Gautier,Match Report,
150,Regular season,14.0,Sat,2017-11-25,20:00,Montpellier,1.9,3–0,0.4,Lille,11370.0,Stade de la Mosson,Thomas Léonard,Match Report,
151,Regular season,14.0,Sun,2017-11-26,15:00,Nice,0.4,0–5,2.4,Lyon,27542.0,Stade de Nice,Franck Schneider,Match Report,
152,Regular season,14.0,Sun,2017-11-26,17:00,Marseille,2.1,1–0,0.2,Guingamp,43563.0,Orange Vélodrome,Amaury Delerue,Match Report,
153,Regular season,14.0,Sun,2017-11-26,21:00,Monaco,0.4,1–2,4.2,Paris S-G,16588.0,Stade Louis II.,François Letexier,Match Report,
154,,,,,,,,,,,,,,,
155,Regular season,15.0,Tue,2017-11-28,19:00,Amiens,0.8,2–1,1.2,Dijon,8693.0,Stade de la Licorne,Karim Abed,Match Report,
156,Regular season,15.0,Tue,2017-11-28,19:00,Strasbourg,0.5,0–0,1.8,Caen,22175.0,Stade de la Meinau,Stéphane Jochem,Match Report,
157,Regular season,15.0,Tue,2017-11-28,21:00,Bordeaux,0.9,3–0,1.0,Saint-Étienne,21115.0,Stade Matmut-Atlantique,Mikael Lesage,Match Report,
158,Regular season,15.0,Wed,2017-11-29,19:00,Lyon,3.1,1–2,1.0,Lille,31679.0,Groupama Stadium,Jérôme Miguelgorry,Match Report,
159,Regular season,15.0,Wed,2017-11-29,19:00,Angers,0.5,1–2,1.0,Rennes,10364.0,Stade Raymond Kopa,Nicolas Rainville,Match Report,
160,Regular season,15.0,Wed,2017-11-29,19:00,Toulouse,2.0,1–2,1.4,Nice,10348.0,Stadium Municipal,Johan Hamel,Match Report,
161,Regular season,15.0,Wed,2017-11-29,19:00,Metz,0.4,0–3,2.2,Marseille,18046.0,Stade Saint-Symphorien,Tony Chapron,Match Report,
162,Regular season,15.0,Wed,2017-11-29,19:00,Guingamp,0.5,0–0,0.4,Montpellier,13578.0,Stade du Roudourou,Olivier Thual,Match Report,
163,Regular season,15.0,Wed,2017-11-29,19:00,Nantes,0.8,1–0,0.5,Monaco,24800.0,Stade de la Beaujoire - Louis Fonteneau,Benoît Millot,Match Report,
164,Regular season,15.0,Wed,2017-11-29,21:00,Paris S-G,1.6,2–0,0.4,Troyes,40920.0,Parc des Princes,Jérôme Brisard,Match Report,
165,,,,,,,,,,,,,,,
166,Regular season,16.0,Fri,2017-12-01,20:45,Dijon,2.2,3–2,1.3,Bordeaux,10631.0,Stade Gaston Gérard,Benoît Bastien,Match Report,
167,Regular season,16.0,Sat,2017-12-02,17:00,Strasbourg,0.3,2–1,3.1,Paris S-G,25327.0,Stade de la Meinau,Ruddy Buquet,Match Report,
168,Regular season,16.0,Sat,2017-12-02,20:00,Troyes,1.0,0–1,0.7,Guingamp,9149.0,Stade de l'Aube,Sébastien Desiage,Match Report,
169,Regular season,16.0,Sat,2017-12-02,20:00,Nice,1.9,3–1,0.5,Metz,16383.0,Stade de Nice,Mikael Lesage,Match Report,
170,Regular season,16.0,Sat,2017-12-02,20:00,Rennes,1.5,2–0,0.3,Amiens,23051.0,Roazhon Park,Thomas Léonard,Match Report,
171,Regular season,16.0,Sat,2017-12-02,20:00,Monaco,0.3,1–0,0.8,Angers,6545.0,Stade Louis II.,Antony Gautier,Match Report,
172,Regular season,16.0,Sat,2017-12-02,20:00,Lille,0.7,1–0,1.2,Toulouse,29287.0,Stade Pierre-Mauroy,Benoît Millot,Match Report,
173,Regular season,16.0,Sun,2017-12-03,15:00,Saint-Étienne,0.9,1–1,1.8,Nantes,24085.0,Stade Geoffroy-Guichard,François Letexier,Match Report,
174,Regular season,16.0,Sun,2017-12-03,17:00,Caen,1.3,1–2,1.6,Lyon,19455.0,Stade Michel d'Ornano,Amaury Delerue,Match Report,
175,Regular season,16.0,Sun,2017-12-03,21:00,Montpellier,1.0,1–1,1.0,Marseille,19230.0,Stade de la Mosson,Franck Schneider,Match Report,
176,,,,,,,,,,,,,,,
177,Regular season,17.0,Fri,2017-12-08,20:45,Bordeaux,0.8,0–3,1.9,Strasbourg,24515.0,Stade Matmut-Atlantique,Jérôme Brisard,Match Report,
178,Regular season,17.0,Sat,2017-12-09,17:00,Paris S-G,1.4,3–1,0.6,Lille,47176.0,Parc des Princes,Johan Hamel,Match Report,
179,Regular season,17.0,Sat,2017-12-09,20:00,Toulouse,1.9,2–0,1.1,Caen,12613.0,Stadium Municipal,Sébastien Moreira,Match Report,
180,Regular season,17.0,Sat,2017-12-09,20:00,Metz,1.3,1–1,0.7,Rennes,11239.0,Stade Saint-Symphorien,Karim Abed,Match Report,
181,Regular season,17.0,Sat,2017-12-09,20:00,Angers,1.4,1–1,1.2,Montpellier,8756.0,Stade Raymond Kopa,Stéphane Jochem,Match Report,
182,Regular season,17.0,Sat,2017-12-09,20:00,Guingamp,1.7,4–0,0.3,Dijon,13825.0,Stade du Roudourou,Mikael Lesage,Match Report,
183,Regular season,17.0,Sat,2017-12-09,20:00,Monaco,1.2,3–2,1.6,Troyes,8935.0,Stade Louis II.,Franck Schneider,Match Report,
184,Regular season,17.0,Sun,2017-12-10,15:00,Amiens,2.3,1–2,1.0,Lyon,9130.0,Stade de la Licorne,Olivier Thual,Match Report,
185,Regular season,17.0,Sun,2017-12-10,17:00,Nantes,2.0,1–2,0.7,Nice,19723.0,Stade de la Beaujoire - Louis Fonteneau,Jérôme Miguelgorry,Match Report,
